"location","source","target"
"","countryoptions.ChooseEmirate","ಎಮಿರೇಟ್ ಅನ್ನು ಆಯ್ದುಕೊಳ್ಳಿ"
"","countryoptions.ChooseProvince","ಪ್ರಾಂತವನ್ನು ಆಯ್ದುಕೊಳ್ಳಿ"
"","countryoptions.City","ನಗರ:"
"","countryoptions.CityOrZip","ನಗರ ಅಥವಾ ಪಿನ್ ಕೋಡ್"
"","countryoptions.citySelect","ಒಂದು ನಗರವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ:"
"","countryoptions.ClickHereIfCantFindCity","ನಿಮಗೆ ನಿಮ್ಮ ನಗರವು ಸಿಗದಿದ್ದಲ್ಲಿ ಇಲ್ಲಿ ಕ್ಲಿಕ್ ಮಾಡಿ"
"","countryoptions.ClickHereToEnterACity","ನಗರವನ್ನು ನಮೂದಿಸಲು ಇಲ್ಲಿ ಕ್ಲಿಕ್ ಮಾಡಿ"
"","countryoptions.ClickHereToEnterAZipCodeOrCity","ಒಂದು ನಗರ ಅಥವಾ ಪಿನ್ ಕೋಡ್ ಅನ್ನು ನಮೂದಿಸಲು ಇಲ್ಲಿ ಕ್ಲಿಕ್ ಮಾಡಿ"
"","countryoptions.ClickHereToSelectTheCityFromAList","ಪಟ್ಟಿಯಿಂದ ನಗರವನ್ನು ಆಯ್ಕೆ ಮಾಡಲು ಇಲ್ಲಿ ಕ್ಲಿಕ್ ಮಾಡಿ."
"","countryoptions.Country","ದೇಶ:"
"","countryoptions.County","ದೇಶ"
"","countryoptions.departamentSelect","ಅದರ ಅತಿ ಮುಖ್ಯ ಇಲಾಖೆಗಳು"
"","countryoptions.departmentSelect","Most important department of "
"","countryoptions.Distance","ದೂರ"
"","countryoptions.Emirate","ಎಮಿರೇಟ್"
"","countryoptions.emirateSelect","ಅದರ ಅತಿ ಮುಖ್ಯ ಎಮಿರೇಟ್‍ಗಳು"
"","countryoptions.EnterCity","ಒಂದು ನಗರವನ್ನು ನಮೂದಿಸಿ"
"","countryoptions.EnterCityOrZipCode","ಒಂದು ನಗರ ಅಥವಾ ಪಿನ್ ಕೋಡ್ ಅನ್ನು ನಮೂದಿಸಿ"
"","countryoptions.EntireCountry","ಸಂಪೂರ್ಣ ದೇಶ"
"","countryoptions.Exact","ನಿಖರ"
"","countryoptions.example","ಉದಾಹರ‍ಣೆ"
"","countryoptions.FastAndEasyAccess","Fast and Easy Access"
"","countryoptions.Home_BrowseMoreRegions","ಹೆಚ್ಚು"
"","countryoptions.Home_SelectCanton","ಒಂದು ಜಿಲ್ಲೆಯನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.Home_SelectCity","ಒಂದು ನಗರವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.Home_SelectDepartment","ಒಂದು ಇಲಾಖೆಯನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.Home_SelectEmirate","ಒಂದು ಎಮಿರೇಟ್‍‍ಅನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.Home_SelectProvince","ಒಂದು ಪ್ರಾಂತವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.Home_SelectRegion","ಒಂದು ಪ್ರದೇಶವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.Home_SelectState","ಒಂದು ರಾಜ್ಯವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.ListingLanguage","ಅದರಲ್ಲಿರುವ ಜಾಹಿರಾತುಗಳು"
"","countryoptions.LookForAdsInYourRegionBySelectingItOnTheMap","ನಕ್ಷೆಯಲ್ಲಿ ಆಯ್ಕೆ ಮಾಡಿ ನಿಮ್ಮ ಪ್ರದೇಶದ ಜಾಹೀರಾತುಗಳನ್ನು ಹುಡುಕಿ"
"","countryoptions.Municipality","ಪುರಸಭೆ"
"","countryoptions.NoCities","Sorry, we don't have any cities in this section"
"","countryoptions.NoCountries","ಕ್ಷಮಿಸಿ, ಈ ವಿಭಾಗದಲ್ಲಿ ನಾವು ಯಾವುದೇ ದೇಶಗಳನ್ನು ಹೊಂದಿಲ್ಲ"
"","countryoptions.Ok","ಓಕೆ"
"","countryoptions.Or","ಅಥವಾ ಒಂದು ನಗರವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.OrSelectACity","ಅಥವಾ ಒಂದು ನಗರವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.OrSelectARegion","ಅಥವಾ ಒಂದು ಪ್ರದೇಶವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.OtherCities","ಇತರ ನಗರಗಳು"
"","countryoptions.OtherCitiesInRegion","<<REGION>>ನಲ್ಲಿರುವ ಇತರ ನಗರಗಳು"
"","countryoptions.OtherProvinces","ಇತರ ಪ್ರಾಂತ್ಯಗಳು"
"","countryoptions.OtherRegions","ಇತರ ಪ್ರದೇಶಗಳು"
"","countryoptions.OtherStates","ಇತರ ರಾಜ್ಯಗಳು"
"","countryoptions.PleaseChooseYourCity","ದಯವಿಟ್ಟು ನಿಮ್ಮ ನಗರವನ್ನು ಆಯ್ದುಕೊಳ್ಳಿ"
"","countryoptions.PleaseChooseYourCounty","ದಯವಿಟ್ಟು ನಿಮ್ಮ ದೇಶವನ್ನು ಆಯ್ದುಕೊಳ್ಳಿ"
"","countryoptions.PleaseChooseYourPrefecture","ದಯವಿಟ್ಟು ನಿಮ್ಮ ಆಡಳಿತ ಪ್ರಾಂತವನ್ನು ಆಯ್ದುಕೊಳ್ಳಿ"
"","countryoptions.PleaseEnterYourZipCode","ದಯವಿಟ್ಟು ನಿಮ್ಮ ಪಿನ್ ಕೋಡ್ ಅನ್ನು ನಮೂದಿಸಿ"
"","countryoptions.PleaseSelectACity","ದಯವಿಟ್ಟು ಒಂದು ನಗರವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ."
"","countryoptions.PleaseSelectACountry","ದಯವಿಟ್ಟು ಒಂದು ದೇಶವನ್ನು ಆಯ್ಕೆಮಾಡಿ"
"","countryoptions.PostAdd","ಒಂದು ಉಚಿತ ವರ್ಗೀಕೃತವನ್ನು ಪೋಸ್ಟ್ ಮಾಡಿ"
"","countryoptions.Prefecture","ಆಡಳಿತ ಪ್ರಾಂತ"
"","countryoptions.ProvinceRegion","ಪ್ರಾಂತ/ಪ್ರದೇಶ"
"","countryoptions.provinceSelect","ಪ್ರಾಂತಗಳು:"
"","countryoptions.Region","ಸ್ಥಳ"
"","countryoptions.regionCantonSelect","ಜಿಲ್ಲೆಗಳು:"
"","countryoptions.regionSelect","ಪ್ರದೇಶಗಳು:"
"","countryoptions.SelectACanton","ಒಂದು ಜಿಲ್ಲೆಯನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectACity","ಒಂದು ನಗರವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectACityInRegion","<<REGION>>ನಲ್ಲಿರುವ ನಗರವನ್ನು ಆಯ್ಕೆಮಾಡಿ"
"","countryoptions.SelectACounty","Select a County"
"","countryoptions.SelectADelegation","Select a delegation"
"","countryoptions.SelectADepartment","ಒಂದು ಇಲಾಖೆಯನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectANeighborhood","ಒಂದು ನೆರೆಹೊರೆಯನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectAnEmirate","ಒಂದು ಎಮಿರೇಟ್‍‍ಅನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectAPrefecture","Select a Prefecture"
"","countryoptions.SelectAProvince","ಒಂದು ಪ್ರಾಂತವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectARegion","ಒಂದು ಪ್ರದೇಶವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectAState","ಒಂದು ರಾಜ್ಯವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectCanton","ಜಿಲ್ಲೆಯನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectCityState","ನಗರ/ರಾಜ್ಯವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectCountry","ದೇಶವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectCounty","ದೇಶವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectDepartament","ಇಲಾಖೆಯನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectDepartment","ಇಲಾಖೆಯನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectedRegion","ಆಯ್ಕೆ ಮಾಡಲಾದ ಪ್ರದೇಶ"
"","countryoptions.SelectOnTheMap","ನಕ್ಷೆಯಲ್ಲಿ ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectPrefecture","ಆಡಳಿತ ಪ್ರಾಂತವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectProvince","ಪ್ರಾಂತವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectRegion","ಪ್ರದೇಶವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SelectState","ರಾಜ್ಯವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.SendBrandBySmsToTheNumber","Send <<BRAND>> by SMS to the number 21616"
"","countryoptions.Send_OLX_to_number_3000","<<BLACKSTRONG>>3000<</BLACKSTRONG>> ಸಂಖ್ಯೆಗೆ <<BLACKSTRONG>><<BRAND>><</BLACKSTRONG>> ಅನ್ನು ಕಳುಹಿಸಿ"
"","countryoptions.SiteLanguage","ಸೈಟ್ ಭಾಷೆ"
"","countryoptions.State","ಪ್ರದೇಶವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","countryoptions.stateSelect","ಒಂದು ರಾಜ್ಯವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ:"
"","countryoptions.TheCityYouSelectedIsPresentInSeveralStatesPleaseSelectTheStateYourCityIsLocated","ನೀವು ಆಯ್ಕೆ ಮಾಡಿದ ನಗರವು ಹಲವಾರು ರಾಜ್ಯಗಳಲ್ಲಿ ಇದೆ, ದಯವಿಟ್ಟು ನಿಮ್ಮ ನಗರವಿರುವ ರಾಜ್ಯವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ:"
"","countryoptions.Town","ಪಟ್ಟಣ"
"","countryoptions.Wait","ಕಾಯಿರಿ..."
"","countryoptions.ZipCodeOrCity","ಪಿನ್ ಕೋಡ್ ಅಥವಾ ನಗರ"
"","defaultfooter.About OLX","<<BRAND>> ನ ಕುರಿತು"
"","defaultfooter.ADS_REGION","<<REGION>> ನಲ್ಲಿರುವ ಜಾಹೀರಾತುಗಳು"
"","defaultfooter.AdvancedSearch","ಮುಂದುವರಿದ ಹುಡುಕಾಟ"
"","defaultfooter.AllListings","ಎಲ್ಲಾ ಜಾಹಿರಾತುಗಳು"
"","defaultfooter.AllStates","ನಗರಗಳನ್ನು ಬ್ರೌಸ್ ಮಾಡಿ"
"","defaultfooter.Back","ವಾಪಸಾಗುವುದು"
"","defaultfooter.BrandFreeClassifieds","<<BRAND>> Free Classifieds"
"","defaultfooter.BrowseAds","ಜಾಹೀರಾತುಗಳನ್ನು ಬ್ರೌಸ್ ಮಾಡಿ"
"","defaultfooter.change","ಬದಲಾಯಿಸಿ"
"","defaultfooter.classifiedGratuitous","ಉಚಿತ ಕ್ಲಾಸಿಫೈಡ್ ಗಳು"
"","defaultfooter.ClassifiedsAndMuchMore","ವರ್ಗೀಕೃತಗಳು ಮತ್ತು ಇನ್ನೂ ಹೆಚ್ಚಿನವು!"
"","defaultfooter.ClassifiedsHelp","ವರ್ಗೀಕೃತಗಳ ಸಹಾಯ"
"","defaultfooter.ClassifiedsHome","ವರ್ಗೀಕೃತಗಳ ಹೋಮ್"
"","defaultfooter.Click","ಇಲ್ಲಿ ಕ್ಲಿಕ್ ಮಾಡಿ"
"","defaultfooter.ClickHere","ಇಲ್ಲಿ ಕ್ಲಿಕ್ ಮಾಡಿ"
"","defaultfooter.Distance","ದೂರ"
"","defaultfooter.Exact","ನಿಖರ"
"","defaultfooter.FreeSite","100% Free Classifieds"
"","defaultfooter.GoHome","ಹೋಮ್‍ಗೆ ಹೋಗಿ"
"","defaultfooter.Hello","ಹಲೋ,"
"","defaultfooter.Hello!","ಹಲೋ!"
"","defaultfooter.Help","ಸಹಾಯ"
"","defaultfooter.HelpUs","ಹೊಸತು: <<BRAND>> ಈಗ ವಿಡಿಯೋಗಳನ್ನು ಬೆಂಬಲಿಸುತ್ತದೆ! ಈಗ ಪೋಸ್ಟ್ ಮಾಡಿ!"
"","defaultfooter.Home","ಹೋಮ್"
"","defaultfooter.IntellectualPropertyProtectionServices","ಸದ್ಬುದ್ಧಿವಂತನ ಸಂಪತ್ತನ್ನು ಕಾಪಾಡುವ ಸೇವೆಗಳು"
"","defaultfooter.ItemDetail","ಐಟಮ್ ವಿವರ"
"","defaultfooter.ListingLanguage","ಅದರಲ್ಲಿರುವ ಜಾಹಿರಾತುಗಳು"
"","defaultfooter.Location","ಸ್ಥಳ:"
"","defaultfooter.miles","ಮೈಲುಗಳು"
"","defaultfooter.MOBILE","ಮೊಬೈಲ್"
"","defaultfooter.My OLX","My OLX"
"","defaultfooter.MyAskHT.com","My askHT.com"
"","defaultfooter.Not_You?","ನೀವಲ್ಲ"
"","defaultfooter.OLX","<<BRAND>>"
"","defaultfooter.OLX Official Time","<<BRAND>> ಅಧಿಕೃತ ಸಮಯ"
"","defaultfooter.Optional","ಐಚ್ಛಿಕ"
"","defaultfooter.Or","ಅಥವಾ"
"","defaultfooter.PopularSearches","ಜನಪ್ರಿಯ ಹುಡುಕಾಟಗಳು"
"","defaultfooter.Post","ಪೋಸ್ಟ್"
"","defaultfooter.PublishFreeAd","ಒಂದು ಉಚಿತ ಜಾಹೀರಾತನ್ನು ಪೋಸ್ಟ್ ಮಾಡಿ"
"","defaultfooter.Region","ಪ್ರದೇಶ"
"","defaultfooter.Register","ನೋಂದಾಯಿಸಿ"
"","defaultfooter.Register2","ನೋಂದಾಯಿಸಿ"
"","defaultfooter.Search","ಹುಡುಕಿರಿ"
"","defaultfooter.SelectCityState","ನಗರ/ರಾಜ್ಯವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","defaultfooter.SelectCountry","ದೇಶವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
"","defaultfooter.Selected_Region","ಆಯ್ಕೆ ಮಾಡಲಾದ ಪ್ರದೇಶ"
"","defaultfooter.Sign_In","ಸೈನ್ ಇನ್"
"","defaultfooter.Sign_In2","ಸೈನ್ ಇನ್"
"","defaultfooter.SiteLanguage","ಅದರಲ್ಲಿರುವ ಜಾಹಿರಾತುಗಳು"
"","defaultfooter.sitesAssociate","ಇತರ ಸಂಬಂಧಿತ ಸೈಟ್‍ಗಳು:"
"","defaultfooter.State","ರಾಜ್ಯ"
"","defaultfooter.Terms of use","ಬಳಕೆಯ ಷರತ್ತುಗಳು"
"","defaultfooter.TheWeb","ವೆಬ್"
"","defaultfooter.VoteUrl","/index.php?a=1&newpost=1"
"","defaultfooter.Welcome","ಸ್ವಾಗತ"
"","defaultheader2.AllListings","ಎಲ್ಲಾ ಜಾಹಿರಾತುಗಳು"
"","defaultheader2.Click","ಇಲ್ಲಿ ಕ್ಲಿಕ್ ಮಾಡಿ"
"","defaultheader2.FreeSite","<AREA>ಉಚಿತ ವರ್ಗೀಕೃತಗಳು"
"","defaultheader2.Hello","ಹಲೋ,"
"","defaultheader2.Help","ಸಹಾಯ"
"","defaultheader2.Home","ಹೋಮ್"
"","defaultheader2.My OLX","My OLX"
"","defaultheader2.Not_You?","ನೀವಲ್ಲ"
"","defaultheader2.OLX","<<BRAND>>"
"","defaultheader2.Or","ಅಥವಾ"
"","defaultheader2.Post","ಪೋಸ್ಟ್"
"","defaultheader2.PublishFreeAd","ಒಂದು ಉಚಿತ ವರ್ಗೀಕೃತವನ್ನು ಪೋಸ್ಟ್ ಮಾಡಿ"
"","defaultheader2.Register","ನೋಂದಾಯಿಸಿ"
"","defaultheader2.Search","ಹುಡುಕಿರಿ"
"","defaultheader2.TheWeb","ವೆಬ್"
"","defaultheader2.Welcome","ಸ್ವಾಗತ"
"","defaultheader.'PublishFreeAd'","ಹಲೋ"
"","defaultheader.AdvancedSearch","ಮುಂದುವರಿದ ಹುಡುಕಾಟ"
"","defaultheader.AllListings","ಎಲ್ಲಾ ಜಾಹಿರಾತುಗಳು"
"","defaultheader.Apr","ಏ"
"","defaultheader.April","ಏಪ್ರಿಲ್"
"","defaultheader.Aug","ಆ"
"","defaultheader.August","ಆಗಸ್ಟ್"
"","defaultheader.BackToBrandHomePage","<<BRAND>> ಹೋಮ್‍ ಪೇಜ್ ಗೆ ವಾಪಸಾಗುವುದು"
"","defaultheader.BookAnOnlineAd","Book an online AD"
"","defaultheader.BrandChannel","<<BRAND>> ಚ್ಯಾನಲ್"
"","defaultheader.BrandFullVersion","<<BRAND>> ಪೂರ್ಣ ಆವೃತ್ತಿ"
"","defaultheader.BrandNowSupportsVideosPostNow","ಹೊಸತು: <<BRAND>> ಈಗ ವಿಡಿಯೋಗಳನ್ನು ಬೆಂಬಲಿಸುತ್ತದೆ! ಈಗ ಪೋಸ್ಟ್ ಮಾಡಿ!"
"","defaultheader.BrowseAds","ಜಾಹೀರಾತುಗಳನ್ನು ಬ್ರೌಸ್ ಮಾಡಿ"
"","defaultheader.Categories","<<BRAND>> ನ ವರ್ಗಗಳು"
"","defaultheader.change","ಬದಲಾಯಿಸಿ"
"","defaultheader.Cities","ನಗರಗಳು"
"","defaultheader.ClassifiedsAndMuchMore","ವರ್ಗೀಕೃತಗಳು ಮತ್ತು ಇನ್ನೂ ಹೆಚ್ಚಿನವು!"
"","defaultheader.ClassifiedsHelp","ವರ್ಗೀಕೃತಗಳ ಸಹಾಯ"
"","defaultheader.ClassifiedsHome","ವರ್ಗೀಕೃತಗಳ ಹೋಮ್"
"","defaultheader.Click","ಇಲ್ಲಿ ಕ್ಲಿಕ್ ಮಾಡಿ"
"","defaultheader.ClickHere","ಇಲ್ಲಿ ಕ್ಲಿಕ್ ಮಾಡಿ"
"","defaultheader.CloseToYou","ನಿಮ್ಮ ಸಮೀರದ <<BRAND>>"
"","defaultheader.Dec","ಡಿ"
"","defaultheader.December","ಡಿಸೆಂಬರ್"
"","defaultheader.Distance","ದೂರ"
"","defaultheader.DragThisIconLogoBrandToYourWindowsTaskbarToPin","<<LOGO_IMAGE>> ಈ ಐಕಾನನ್ನು ನಿಮ್ಮ  Windows ಟಾಸ್ಕ್ ಬಾರಿನಲ್ಲಿ ಪಿನ್ ಮಾಡಲು  ಎಳೆಯಿರಿ."
"","defaultheader.Exact","ನಿಖರ"
"","defaultheader.ExperienceBrandAsPinnedSite","<<BRAND>> ನ್ನು ಪಿನ್ ಆಗಿರುವ ಸೈಟಿನ ತರಹ ಅನುಭವಿಸಿ!"
"","defaultheader.Features","<<BRAND>> ನ ವೈಶಿಷ್ಟ್ಯಗಳು"
"","defaultheader.Feb","ಫೆ"
"","defaultheader.February","ಫೆಬ್ರುವರಿ"
"","defaultheader.FollowUsOnNetwork","ನಮ್ಮನ್ನು <<NETWORK>> ಇಲ್ಲಿ ಅನುಸರಿಸಿ"
"","defaultheader.FreeSite","<AREA>ಉಚಿತ ವರ್ಗೀಕೃತಗಳು"
"","defaultheader.Fri","ಶುಕ್ರ"
"","defaultheader.Friday","ಶುಕ್ರವಾರ"
"","defaultheader.FriendName1AndFriendName2AreUsingBrand","<<friendName1>> ಹಾಗೂ <<friendName2>> ಇಬ್ಬರೂ <<BRAND>>ನ್ನು ಉಪಯೋಗಿಸುತ್ತಿದ್ದಾರೆ."
"","defaultheader.FriendName1FriendName2AndFriendsTotalMoreAreUsingBrand","<<friendName1>>, <<friendName2>> ಹಾಗೂ <<friendsTotal>> ಇನ್ನಷ್ಟು ಸ್ನೇಹಿತರು <<BRAND>>ನ್ನು ಉಪಯೋಗಿಸುತ್ತಿದ್ದಾರೆ."
"","defaultheader.FriendName1IsUsingBrand","<<friendName1>><<BRAND>>ನ್ನು ಉಪಯೋಗಿಸುತ್ತಿದೆ."
"","defaultheader.FriendsTotalUsingBrand","<<friendName1>>, <<friendName2>> ಹಾಗೂ<<friendsTotal>> ಇನ್ನಷ್ಟು ಸ್ನೇಹಿತರು <<BRAND>>ನ್ನು ಉಪಯೋಗಿಸುತ್ತಿದ್ದಾರೆ."
"","defaultheader.Hello","ಹಲೋ,"
"","defaultheader.Help","ಸಹಾಯ"
"","defaultheader.HelpUs","ಹೊಸತು: <<BRAND>> ಈಗ ವಿಡಿಯೋಗಳನ್ನು ಬೆಂಬಲಿಸುತ್ತದೆ! ಈಗ ಪೋಸ್ಟ್ ಮಾಡಿ!"
"","defaultheader.Home","ಹೋಮ್"
"","defaultheader.ItemDetail","ಐಟಮ್ ವಿವರ"
"","defaultheader.Jan","ಜ"
"","defaultheader.January","ಜನವರಿ"
"","defaultheader.Jul","ಜು"
"","defaultheader.July","ಜುಲೈ"
"","defaultheader.Jun","ಜೂ"
"","defaultheader.June","ಜೂನ್"
"","defaultheader.JustOneStep","ಕೇವಲ 1 ಹೆಜ್ಜೆ!"
"","defaultheader.ListingLanguage","ಅದರಲ್ಲಿರುವ ಜಾಹಿರಾತುಗಳು"
"","defaultheader.Location","ಸ್ಥಳ"
"","defaultheader.M","m"
"","defaultheader.Mar","ಮಾ"
"","defaultheader.March","ಮಾರ್ಚ್"
"","defaultheader.May","ಮೇ"
"","defaultheader.miles","ಮೈಲುಗಳು"
"","defaultheader.Minutes","ನಿಮಿಷಗಳು"
"","defaultheader.MOBILE","ಮೊಬೈಲ್"
"","defaultheader.Modify","ಮಾರ್ಪಡಿಸಿ"
"","defaultheader.Mon","ಸೋಮ"
"","defaultheader.Monday","ಸೋಮವಾರ"
"","defaultheader.My OLX","My OLX"
"","defaultheader.MyAdsOnBrand","<<BRAND>> ನಲ್ಲಿ ನನ್ನ ಜಾಹೀರಾತುಗಳು"
"","defaultheader.MyClassifieds","ನನ್ನ ವರ್ಗೀಕೃತಗಳು"
"","defaultheader.NeverAskAgain","ಪುನಃ ಎಂದಿಗೂ ಕೇಳಲೇಬೇಡಿ"
"","defaultheader.NewListings","ಹೊಸ ಪಟ್ಟಿಗಳು"
"","defaultheader.Not_You?","ನೀವಲ್ಲ"
"","defaultheader.Nov","ನ"
"","defaultheader.November","ನವೆಂಬರ್"
"","defaultheader.Oct","ಅ"
"","defaultheader.October","ಅಕ್ಟೋಬರ್"
"","defaultheader.OLX","<<BRAND>>"
"","defaultheader.Optional","ಐಚ್ಛಿಕ"
"","defaultheader.Or","ಅಥವಾ"
"","defaultheader.PlaceAdFree","ಜಾಹೀರಾತನ್ನು ಉಚಿತವಾಗಿ ಹಾಕಿ."
"","defaultheader.PlaceAnAd","ಜಾಹೀರಾತನ್ನು ಹಾಕಿ."
"","defaultheader.PlaceFreeAd","ಜಾಹೀರಾತೊಂದನ್ನು ಉಚಿತವಾಗಿ ಹಾಕಿ."
"","defaultheader.PopularSearches","ಜನಪ್ರಿಯ ಹುಡುಕಾಟಗಳು"
"","defaultheader.Post","ಪೋಸ್ಟ್"
"","defaultheader.PostAdFree","ಜಾಹೀರಾತನ್ನು ಉಚಿತವಾಗಿ ಪೋಸ್ಟ್ ಮಾಡಿ."
"","defaultheader.PostAFreeAd","ಒಂದು ಉಚಿತ ಜಾಹೀರಾತನ್ನು ಪೋಸ್ಟ್ ಮಾಡಿ"
"","defaultheader.PostAFreeClassifiedAd","ಒಂದು ಉಚಿತ ವರ್ಗೀಕೃತವನ್ನು ಪೋಸ್ಟ್ ಮಾಡಿ"
"","defaultheader.PostAnAd","ಜಾಹೀರಾತನ್ನು ಪೋಸ್ಟ್ ಮಾಡಿ."
"","defaultheader.PostPicturesButton","ಚಿತ್ರಗಳನ್ನು ಅಂಟಿಸಿ"
"","defaultheader.PublishFreeAd","ಒಂದು ಉಚಿತ ವರ್ಗೀಕೃತವನ್ನು ಪೋಸ್ಟ್ ಮಾಡಿ"
"","defaultheader.Region","ಪ್ರದೇಶ"
"","defaultheader.Register","ನೋಂದಾಯಿಸಿ"
"","defaultheader.Register2","ನೋಂದಾಯಿಸಿ"
"","defaultheader.Sat","ಶನಿ"
"","defaultheader.Saturday","ಶನಿವಾರ"
"","defaultheader.Search","ಹುಡುಕಿರಿ"
"","defaultheader.Seconds","ಸೆಕೆಂಡುಗಳು"
"","defaultheader.SelectCityState","ನಗರ/ರಾಜ್ಯವನ್ನು ಆಯ್ಕೆ ಮಾಡಿ"
