"location","source","target"
"","defaultfooter.miles","mílur"
"","defaultfooter.MOBILE","FARSÍMI"
"","defaultfooter.My OLX","Mitt OLX"
"","defaultfooter.MyAskHT.com","My askHT.com"
"","defaultfooter.Not_You?","ekki þú"
"","defaultfooter.OLX","<<BRAND>>"
"","defaultfooter.OLX Official Time","Opinber tími <<BRAND>>"
"","defaultfooter.Optional","Valfrjálst"
"","defaultfooter.Or","eða"
"","defaultfooter.PopularSearches","Algeng leitarorð"
"","defaultfooter.Post","Leggja fram"
"","defaultfooter.PublishFreeAd","Auglýstu ókeypis"
"","defaultfooter.Region","Svæði"
"","defaultfooter.Register","Nýskráning"
"","defaultfooter.Register2","Nýskráning"
"","defaultfooter.Search","Leita"
"","defaultfooter.SelectCityState","Velja borg/fylki"
"","defaultfooter.SelectCountry","Velja land"
"","defaultfooter.Selected_Region","Valið svæði"
"","defaultfooter.Sign_In","Innskráning"
"","defaultfooter.Sign_In2","Innskráning"
"","defaultfooter.SiteLanguage","Auglýsingar á tungumálinu:"
"","defaultfooter.sitesAssociate","Skyldar síður:"
"","defaultfooter.State","Fylki"
"","defaultfooter.Terms of use","Notkunarskilmálar"
"","defaultfooter.TheWeb","Vefurinn"
"","defaultfooter.VoteUrl","/index.php?a=1&newpost=1"
"","defaultfooter.Welcome","Velkomin(n)"
"","defaultheader2.AllListings","Allar auglýsingar"
"","defaultheader2.Click","Smelltu hér"
"","defaultheader2.FreeSite","<AREA> – ókeypis smáauglýsingar"
"","defaultheader2.Hello","Halló,"
"","defaultheader2.Help","Hjálp"
"","defaultheader2.Home","Heim"
"","defaultheader2.My OLX","Mitt OLX"
"","defaultheader2.Not_You?","ekki þú"
"","defaultheader2.OLX","<<BRAND>>"
"","defaultheader2.Or","eða"
"","defaultheader2.Post","Birta"
"","defaultheader2.PublishFreeAd","Skrá ókeypis smáauglýsingu"
"","defaultheader2.Register","Nýskráning"
"","defaultheader2.Search","Leita"
"","defaultheader2.TheWeb","Vefurinn"
"","defaultheader2.Welcome","Velkomin(n)"
"","defaultheader.'PublishFreeAd'","Halló"
"","defaultheader.AdvancedSearch","Nákvæm leit"
"","defaultheader.AllListings","Allar auglýsingar"
"","defaultheader.Apr","Apr"
"","defaultheader.April","Apríl"
"","defaultheader.Aug","Ág"
"","defaultheader.August","Ágúst"
"","defaultheader.BackToBrandHomePage","Aftur á upphfassíðu <<BRAND>>"
"","defaultheader.BookAnOnlineAd","Book an online AD"
"","defaultheader.BrandChannel","Rás <<BRAND>>"
"","defaultheader.BrandFullVersion","Heildarútgáfa <<BRAND>>"
"","defaultheader.BrandNowSupportsVideosPostNow","Nýtt: <<BRAND>> styður nú myndbönd! Prófaðu að setja inn myndband!"
"","defaultheader.BrowseAds","Skoða auglýsingar"
"","defaultheader.Categories","Flokkar á <<BRAND>>"
"","defaultheader.change","Breyta"
"","defaultheader.Cities","Borgir"
"","defaultheader.ClassifiedsAndMuchMore","Smáauglýsingar og margt fleira!"
"","defaultheader.ClassifiedsHelp","Hjálp með smáauglýsingar"
"","defaultheader.ClassifiedsHome","Upphafssíða smáauglýsinga"
"","defaultheader.Click","smelltu hér"
"","defaultheader.ClickHere","Smelltu hér"
"","defaultheader.CloseToYou","<<BRAND>> í grennd við þig"
"","defaultheader.Dec","Des"
"","defaultheader.December","Desember"
"","defaultheader.Distance","Fjarlægð"
"","defaultheader.DragThisIconLogoBrandToYourWindowsTaskbarToPin","Dragðu táknið <<LOGO_IMAGE>> á verkstiku Windows til að festa."
"","defaultheader.Exact","Nákvæmlega"
"","defaultheader.ExperienceBrandAsPinnedSite","Prófaðu að nota <<BRAND>> sem fasta síðu!"
"","defaultheader.Features","Möguleikar <<BRAND>>"
"","defaultheader.Feb","Feb"
"","defaultheader.February","Febrúar"
"","defaultheader.FollowUsOnNetwork","Fylgstu með okkur á <<NETWORK>>"
"","defaultheader.FreeSite","<AREA> – ókeypis smáauglýsingar"
"","defaultheader.Fri","Fös"
"","defaultheader.Friday","Föstudagur"
"","defaultheader.FriendName1AndFriendName2AreUsingBrand","<<friendName1>> og <<friendName2>> eru að nota <<BRAND>>"
"","defaultheader.FriendName1FriendName2AndFriendsTotalMoreAreUsingBrand","<<friendName1>>, <<friendName2>> og <<friendsTotal>> fleiri vinir eru að nota <<BRAND>>"
"","defaultheader.FriendName1IsUsingBrand","<<friendName1>> er að nota <<BRAND>>"
"","defaultheader.FriendsTotalUsingBrand","<<friendName1>>, <<friendName2>> og <<friendsTotal>> fleiri vinir eru að nota <<BRAND>>"
"","defaultheader.Hello","Halló,"
"","defaultheader.Help","Hjálp"
"","defaultheader.HelpUs","Nýtt: <<BRAND>> styður nú myndbönd! Prófaðu það núna!"
"","defaultheader.Home","Heim"
"","defaultheader.ItemDetail","Vörulýsing"
"","defaultheader.Jan","Jan"
"","defaultheader.January","Janúar"
"","defaultheader.Jul","Júl"
"","defaultheader.July","Júlí"
"","defaultheader.Jun","Jún"
"","defaultheader.June","Júní"
"","defaultheader.JustOneStep","Aðeins eitt skref!"
"","defaultheader.ListingLanguage","Auglýsingar í"
"","defaultheader.Location","Staðsetning"
"","defaultheader.M","m "
"","defaultheader.Mar","Mar"
"","defaultheader.March","Mars"
"","defaultheader.May","Maí"
"","defaultheader.miles","mílur"
"","defaultheader.Minutes","mínútur"
"","defaultheader.MOBILE","FARSÍMI"
"","defaultheader.Modify","Breyta"
"","defaultheader.Mon","Mán"
"","defaultheader.Monday","Mánudagur"
"","defaultheader.My OLX","Mitt OLX"
"","defaultheader.MyAdsOnBrand","Auglýsingarnar mínar á <<BRAND>>"
"","defaultheader.MyClassifieds","Smáauglýsingarnar mínar"
"","defaultheader.NeverAskAgain","Ekki spyrja aftur"
"","defaultheader.NewListings","Nýjar auglýsingar"
"","defaultheader.Not_You?","ekki þú"
"","defaultheader.Nov","Nóv"
"","defaultheader.November","Nóvember"
"","defaultheader.Oct","Okt"
"","defaultheader.October","Október"
"","defaultheader.OLX","<<BRAND>>"
"","defaultheader.Optional","Valfrjálst"
"","defaultheader.Or","eða"
"","defaultheader.PlaceAdFree","Setja inn ÓKEYPIS auglýsingu"
"","defaultheader.PlaceAnAd","Setja inn auglýsingu"
"","defaultheader.PlaceFreeAd","Setja inn ókeypis auglýsingu"
"","defaultheader.PopularSearches","Algeng leitarorð"
"","defaultheader.Post","Birta"
"","defaultheader.PostAdFree","Birta ÓKEYPIS auglýsingu"
"","defaultheader.PostAFreeAd","Birta ókeypis auglýsingu"
"","defaultheader.PostAFreeClassifiedAd","Birta ókeypis smáauglýsingu"
"","defaultheader.PostAnAd","Birta auglýsingu"
"","defaultheader.PostPicturesButton","Setja inn myndir"
"","defaultheader.PublishFreeAd","Skrá nýja smáauglýsingu"
"","defaultheader.Region","Svæði"
"","defaultheader.Register","Nýskráning"
"","defaultheader.Register2","Nýskráning"
"","defaultheader.Sat","Lau"
"","defaultheader.Saturday","Laugardagur"
"","defaultheader.Search","Leita"
"","defaultheader.Seconds","sekúndur"
"","defaultheader.SelectCityState","Velja borg/fylki"
"","defaultheader.SelectCountry","Velja land"
"","defaultheader.Selected_Region","Staðsetning"
"","defaultheader.Sep","Sept"
"","defaultheader.September","September"
"","defaultheader.SiteLanguage","Auglýsingar í:"
"","defaultheader.State","Fylki"
"","defaultheader.StayConnected","Vertu í sambandi"
"","defaultheader.Sun","Sun"
"","defaultheader.Sunday","Sunnudagur"
"","defaultheader.TellUsYourOpinionAnswerTheSurvey","Segðu okkur þína skoðun, taktu þátt í könnuninni!"
"","defaultheader.TheWeb","Vefurinn"
"","defaultheader.Thu","Fim"
"","defaultheader.Thursday","Fimmtudagur"
"","defaultheader.Tue","Þri"
"","defaultheader.Tuesday","Þriðjudagur"
"","defaultheader.UsefulInformation","Gagnlegar upplýsingar"
"","defaultheader.UserNameHasPublishedThis","<<USERNAME>> birti þessa auglýsingu"
"","defaultheader.VoteUrl","/index.php?a=1&newpost=1"
"","defaultheader.Wed","Mið"
"","defaultheader.Wednesday","Miðvikudagur"
"","defaultheader.Welcome","Velkomin(n)"
"","defaultheader.WhatAreYouLookingFor","Hverju ertu að leita að?"
"","defaultheader.WhatWouldYouLikeToDoNext","Hvað viltu gera næst?"
"","defaultheader.WhereBuyersMeetSellers","Þar sem kaupendur finna seljendur"
"","defaultheader.YouCanPostWithoutHavingAnAccountItIsFastAndFree","Þú getur skráð auglýsingar án þess að vera með reikning. Það er ókeypis og fljótlegt!"
"","defaultheader.YourFriendsAdsOnBrand","Auglýsingar vina þinna á <<BRAND>>"
"","defaultheader.YourLastVisitedAds","Auglýsingar sem þú skoðaðir nýlega"
"","defaulthtmlhead.2CharactersMinimum","Minnst tveir stafir"
"","defaulthtmlhead.Add a comment","Bæta við athugasemd"
"","defaulthtmlhead.AreYouFromCountry","Ert þú frá þessu landi: <country>?"
"","defaulthtmlhead.BidError","<<BRAND>> - Bid Submission"
"","defaulthtmlhead.BrandBehindTheScenes","Á bakvið tjöldin hjá <<BRAND>>:"
"","defaulthtmlhead.BrowseBrand","Skoða <<BRAND>>"
"","defaulthtmlhead.BuyerInformation","Upplýsingar um kaupanda"
"","defaulthtmlhead.CheckOurYoutubeChannel","Skoðaðu rásina okkar á <<YOUTUBE>>"
"","defaulthtmlhead.CheckOutOurNewTvAd","Horfðu á nýju sjónvarpsauglýsinguna okkar!"
"","defaulthtmlhead.CookiesHelp","<<BRAND>> - Hjálp við kökur (cookies)"
"","defaulthtmlhead.Description1","Online exchange "
"","defaulthtmlhead.Description2"," offers local classified ads for jobs, auctions, for sale, real estate, services, community and events - Post your classified ad for free"
"","defaulthtmlhead.Disclaimer","Fyrirvari"
"","defaulthtmlhead.EntireSite","Allt vefsvæðið"
"","defaulthtmlhead.EverythingHasAValueOn_HomePage","Everything has a value on <<LINK_HOME_PAGE>>, sell it now!"
"","defaulthtmlhead.FindAdsInRealEstateForSaleJobsVehiclesAndMoreNextToYourLocation","Finndu fasteigna-, sölu-, starfs- og bílaauglýsingar og fleira í nágrenninu."
"","defaulthtmlhead.FindOutWhoYouAreAt_HomePage","Athugaðu hver þú ert á <<LINK_HOME_PAGE>>"
"","defaulthtmlhead.FlagItem","Flagga atriði"
"","defaulthtmlhead.FreeClassifiedsInArea","Ókeypis smáauglýsingar í/á <AREA>"
"","defaulthtmlhead.GeneralDescription","Innan <AREA> má finna staðbundnar smáauglýsingar fyrir atvinnulífið, hluti til sölu, fasteignir, þjónustu, félagsmál og viðburði – skráðu þína smáauglýsingu þér að kostnaðarlausu"
"","defaulthtmlhead.GeneralKeywords","<AREA> – einkamál, smáauglýsingar, atvinnuauglýsingar, viðskipti, fasteignir, þjónusta, félagsmál og viðburðir"
"","defaulthtmlhead.GoBackToThePreviousPage","Fara aftur á síðustu síðu."
"","defaulthtmlhead.HaveYouSeenThis","Hefuru séð þetta?"
"","defaulthtmlhead.HelloUsername","Halló, <<USERNAME>>"
"","defaulthtmlhead.HomeSpecialTitle","Free Classifieds ads for cars, real estate, personals, services, jobs..."
"","defaulthtmlhead.HomeTitle","Ókeypis smáauglýsingar í/á <AREA> (til sölu, fasteignir, þjónusta, félagsmál, viðburðir o.fl.)"
"","defaulthtmlhead.InEveryBuyerLivesSeller","Í sérhverjum kaupanda leynist seljandi"
"","defaulthtmlhead.Is","er"
"","defaulthtmlhead.Keywords",", classifieds, classified ads, jobs, auctions, for sale, real estate, services, community, events"
"","defaulthtmlhead.Last","Síðasta"
"","defaulthtmlhead.LinkHomePage_TvAdCampaign","<<LINK_HOME_PAGE>> sjónvarpsherferð."
"","defaulthtmlhead.ListingTitle","<CATEGORY> <AREA>"
"","defaulthtmlhead.ListingUnavailable","Þessi auglýsing finnst ekki"
"","defaulthtmlhead.LoginTitle","Velkomin(n) í <<BRAND>> !"
"","defaulthtmlhead.MakeSureTheWebAddressYouEnteredIsCorrect","Gakktu úr skugga um að vefslóðin sem þú færðir inn sé rétt."
"","defaulthtmlhead.MoreResults","Fleiri niðurstöður"
"","defaulthtmlhead.My Bids","My Bids"
"","defaulthtmlhead.My Favorites","Uppáhaldið mitt"
"","defaulthtmlhead.My Listings","Auglýsingarnar mínar"
"","defaulthtmlhead.My Messages","Skilaboðin mín"
"","defaulthtmlhead.MyBidsTitle","Auglýsingarnar mínar"
"","defaulthtmlhead.MyFavoritesTitle","Auglýsingarnar mínar"
"","defaulthtmlhead.MyListingTitle","Auglýsingarnar mínar"
"","defaulthtmlhead.MyOlxTitle","Mitt OLX"
"","defaulthtmlhead.MyOLX_EditTitle","Auglýsingu breytt – <<ITEM>>"
"","defaulthtmlhead.MyOLX_RenewTitle","Auglýsing endurnýjuð – <<ITEM>>"
"","defaulthtmlhead.NewUserRegistration","<<BRAND>> – nýskráning notanda"
"","defaulthtmlhead.OtherRelatedSites","Önnur svipuð vefsvæði:"
"","defaulthtmlhead.Personal Info","Persónulegar upplýsingar"
"","defaulthtmlhead.PersonalInformationTitle","Persónulegar upplýsingar"
"","defaulthtmlhead.PleaseTryAgainLaterAndGoToTheHomePage","Reyndu aftur síðar. Í millitíðinni getur þú kannski fundið það sem þú leitar að hér á <<LINK_HOME_PAGE>>. Við biðjumst velvirðingr á óþægindunum."
"","defaulthtmlhead.PleaseTryOneOfTheFollowingOptions","Reyndu eitt af eftirfarandi:"
"","defaulthtmlhead.Post","Leggja fram"
"","defaulthtmlhead.PostAnotherAd","Birta aðra auglýsingu"
"","defaulthtmlhead.Read comments","Athugasemdir"
"","defaulthtmlhead.Region","Svæði"
"","defaulthtmlhead.RegisterError","<<BRAND>> – villa við skráningu"
"","defaulthtmlhead.Remove","Fjarlægja"
"","defaulthtmlhead.SearchTitle","Smáauglýsingar | <<BRAND>>.com"
"","defaulthtmlhead.SelectRegion","Velja svæði"
"","defaulthtmlhead.SellerInformation","Upplýsingar um seljanda"
"","defaulthtmlhead.SexualWarning","<<BRAND>> – Viðvörun og fyrirvari"
"","defaulthtmlhead.ShareThisVideo","Deila þessu myndskeiði"
"","defaulthtmlhead.SorryThePageYouAreLookingForIsNotAvailable","Síðan sem þú reyndir að skoða er ekki tiltæk."
"","defaulthtmlhead.StayOnTheBrandCountryNameSite","Vera áfram á <<BRAND>> <<COUNTRY_NAME>>"
"","defaulthtmlhead.TakeALookToTheFirstTvAdCampaignofBrand","Sjáðu fyrstu sjónvarpsauglýsingaherferðina fyrir <<BRAND>>, ókeypis smáauglýsingar, þar sem seljendur finna kaupendur."
"","defaulthtmlhead.TakeMeToBrandCountry_Homepage","Opna<<BRAND>> fyrir <country> (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.ThisFeatureIsCurrentlyUnderMaintenance","Úbbs! Þessi eiginleiki er lokaður vegna viðhalds."
"","defaulthtmlhead.TryToAccessThePageDirectlyFromTheBrandHomePage","Prófaðu að opna síðuna beint af <<LINK_HOME_PAGE>>upphafssíðu<</LINK_HOME_PAGE>> <<BRAND>>."
"","defaulthtmlhead.TvAd_Title","Stundum þarf maður bara að sleppa takinu"
"","defaulthtmlhead.UserNameAdsOnBrand","Auglýsingar sem <<USER_NAME>> hefur birt á <<BRAND>>"
"","defaulthtmlhead.UserNameFreeClassifieds","Ókeypis smáauglýsingar sem <<USER_NAME>> hefur birt"
"","defaulthtmlhead.VideoUploadTitle","Hlaða upp myndbandi"
"","defaulthtmlhead.WeHaveNumberAds","Hér eru <<NUMBER>> auglýsingar!"
"","defaulthtmlhead.WeRealizedThatYouAreVisitingBrandCountryNameSiteFromCountry","Þú ert að vefsvæði <<BRAND>> fyrir <<COUNTRY_NAME>> (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.WhatDoYouWantToDoNow","Hvað viltu gera núna?"
"","defaulthtmlhead.WhichSiteDoYouWantToGoTo","Hvaða vefsvæði viltu fara á:"
"","itemslisting.ActivationPending","Beðið eftir að virkja"
"","itemslisting.AdLink","Auglýstu á þessari síðu"
"","itemslisting.AdRemoved","Auglýsing fjarlægð"
"","itemslisting.AdsIn","Auglýsingar í"
"","itemslisting.AdSponsored","Kostaður tengill"
"","itemslisting.AdUpTo20TimesMoreVisible","Gerðu auglýsinguna þína allt að 20 sinnum sýnilegri."
"","itemslisting.AdUrl","https://adwords.google.com/select/OnsiteSignupLandingPage?client=pub-6663783282485898&referringUrl=http://"
"","itemslisting.AdvertiseOnThisSite","Auglýstu á þessari síðu"
"","itemslisting.AdWillBeAvailable3To6Hours","Til hamingju! Auglýsingin þín mun verða aðgengileg á OLX eftir 3 til 6 klukkustundir."
"","itemslisting.All","Allt"
"","itemslisting.AllItems","Öll atriði"
"","itemslisting.ALL_ADS","Ókeypis smáauglýsingar"
"","itemslisting.AlreadyHaveAccount","Ef þú ert með <<BRAND>> aðgang nú þegar þá skráir þú þig einfaldlega inn og fylgir ferlinu."
"","itemslisting.Apply","Nota"
"","itemslisting.AttendedTo","Gekk í <<EDUCATION>>"
"","itemslisting.AttendedToAnd","Gekk í <<EDUCATION>> og <<EDUCATION_>>"
"","itemslisting.Auctions","Uppboð"
"","itemslisting.BestMatch","Besta svar"
"","itemslisting.bid","bid"
"","itemslisting.Bids","bids"
"","itemslisting.BidsCount","%d %s so far"
"","itemslisting.BuyItNow","Kaupa núna!"
"","itemslisting.Category","Flokkur:"
"","itemslisting.CATEGORY_REGION","<<CATEGORY>> - <<REGION>>"
"","itemslisting.CATEGORY_REGION_CITY","<<CATEGORY>> - <<REGION>>"
"","itemslisting.Classified","Smáauglýsing"
"","itemslisting.Classifieds","Smáauglýsingar"
"","itemslisting.ClearAll","Hreinsa allt"
"","itemslisting.ClickOnPostFreeButton","Smelltu á takkann „Setja upp ókeypis smáauglýsingu“."
"","itemslisting.ContactCustomerCare","Samband við þjónustufulltrúa"
"","itemslisting.ContactSeller","Hafa samband við seljanda"
"","itemslisting.D","d "
"","itemslisting.DatePosted","Dagsetning skráningar"
"","itemslisting.days","d "
"","itemslisting.Ending","Endar %s"
"","itemslisting.EndingSoonest","Endar fyrst"
"","itemslisting.EventDate","Dagsetning atburðar"
"","itemslisting.FastRegistration","Um leið og þessu fljótlega og einfalda skráningarferli er lokið ertu tilbúin(n) fyrir birtingu."
"","itemslisting.FeatureOnlinePayment","Uppfærðu auglýsinguna með greiðslu í gegnum netið."
"","itemslisting.FeatureViaSMS","Uppfærðu auglýsinguna þína með SMS."
"","itemslisting.FeatureYourAd","Sérbirtu auglýsinguna þína"
"","itemslisting.FeatureYourAdNow","Ef þú setur auglýsinguna þína í sérbirtingu núna mun hún birtast ofar en venjulegar auglýsingar og auk þess birtast á heimasíðunni."
"","itemslisting.FreeClassifieds","Ókeypis smáauglýsingar"
"","itemslisting.HighestFirst","Hæsta verð fyrst"
"","itemslisting.HighestPriceFirst","Hæsta verð fyrst"
"","itemslisting.hours","h "
"","itemslisting.IfYouDontHaveAccount","Ef þú ert ekki með aðgang og vilt ekki skrá þig strax þá er nóg fyrir þig að velja flokk og þá er þér ekkert að vanbúnaði til setja inn smáauglýsinguna þína. Þú getur einnig skráð þig á <<BRAND>> með því að skrá inn helstu grunnupplýsingar um þig. Þú verður síðan beiðin(n) um að setja inn myndir, setja inn fyrirsögn og lýsingu inn á auglýsinguna þína."
"","itemslisting.Individuals","Einstaklingar"
"","itemslisting.Less","Minna"
"","itemslisting.ListedInCategory","Skráð í flokki"
