"location","source","target"
"","defaultfooter.ClassifiedsHome","క్లాసిఫైడ్స్ హోమ్"
"","defaultfooter.Click","ఇక్కడ క్లిక్ చేయండి"
"","defaultfooter.ClickHere","ఇక్కడ క్లిక్ చేయండి"
"","defaultfooter.Distance","దూరం"
"","defaultfooter.Exact","ఖచ్చితమైన"
"","defaultfooter.FreeSite","100% Free Classifieds"
"","defaultfooter.GoHome","హోమ్‌కు వెళ్లు"
"","defaultfooter.Hello","హల్లో,"
"","defaultfooter.Hello!","హల్లో!"
"","defaultfooter.Help","సహాయం"
"","defaultfooter.HelpUs","కొత్తది: <<BRAND>> ఇప్పడు వీడియోలకు మద్దతు ఇస్తుంది! ఇప్పుడు పోస్ట్ చేయండి!"
"","defaultfooter.Home","హోమ్‌"
"","defaultfooter.IntellectualPropertyProtectionServices","మేధోసంపత్తి పరిరక్షణ సేవలు"
"","defaultfooter.ItemDetail","ఐటమ్ వివరాలు"
"","defaultfooter.ListingLanguage",". . . లోని లిస్టింగులు"
"","defaultfooter.Location","లొకేషన్:"
"","defaultfooter.miles","మైళ్లు"
"","defaultfooter.MOBILE","మొబైల్"
"","defaultfooter.My OLX","నా OLX"
"","defaultfooter.MyAskHT.com","My askHT.com"
"","defaultfooter.Not_You?","మీరు కాదు"
"","defaultfooter.OLX","<<BRAND>>"
"","defaultfooter.OLX Official Time","<<BRAND>> అధికారిక సమయం"
"","defaultfooter.Optional","వికల్పం "
"","defaultfooter.Or","లేదా"
"","defaultfooter.PopularSearches","ప్రజాదరణగల శోధనలు"
"","defaultfooter.Post","పోస్ట్"
"","defaultfooter.PublishFreeAd","ఒక ఉచిత యాడ్ పోస్ట్ చెయ్యి"
"","defaultfooter.Region","ప్రాంతం"
"","defaultfooter.Register","రిజిస్టర్ చెయ్యి"
"","defaultfooter.Register2","రిజిస్టర్ చెయ్యి"
"","defaultfooter.Search","శోధించండి"
"","defaultfooter.SelectCityState","నగరం/రాష్ట్రం ఎంపిక చెయ్యండి"
"","defaultfooter.SelectCountry","దేశం ఎంపిక చేయండి"
"","defaultfooter.Selected_Region","ఎంపిక చేసిన ప్రాంతం"
"","defaultfooter.Sign_In","సైన్ ఇన్"
"","defaultfooter.Sign_In2","సైన్ ఇన్"
"","defaultfooter.SiteLanguage",". . . :లోని లిస్టింగులు"
"","defaultfooter.sitesAssociate","సంబంధిత ఇతర సైట్స్:"
"","defaultfooter.State","రాష్ట్రం"
"","defaultfooter.Terms of use","వాడకం నిబంధనలు"
"","defaultfooter.TheWeb","వెబ్"
"","defaultfooter.VoteUrl","/index.php?a=1&newpost=1"
"","defaultfooter.Welcome","స్వాగతం"
"","defaultheader2.AllListings","అన్ని లిస్టింగులు"
"","defaultheader2.Click","ఇక్కడ క్లిక్ చేయండి"
"","defaultheader2.FreeSite","<AREA> ఉచిత క్లాసిఫైడ్స్"
"","defaultheader2.Hello","హల్లో,"
"","defaultheader2.Help","సహాయం"
"","defaultheader2.Home","హోమ్‌"
"","defaultheader2.My OLX","నా OLX"
"","defaultheader2.Not_You?","మీరు కాదు"
"","defaultheader2.OLX","<<BRAND>>"
"","defaultheader2.Or","లేదా"
"","defaultheader2.Post","పోస్ట్"
"","defaultheader2.PublishFreeAd","ఒక ఉచిత క్లాసిఫైడ్ పోస్ట్ చేయండి"
"","defaultheader2.Register","రిజిస్టర్ చెయ్యి"
"","defaultheader2.Search","శోధించండి"
"","defaultheader2.TheWeb","వెబ్"
"","defaultheader2.Welcome","స్వాగతం"
"","defaultheader.'PublishFreeAd'","హల్లో"
"","defaultheader.AdvancedSearch","ఉన్నత శోధన"
"","defaultheader.AllListings","అన్ని లిస్టింగులు"
"","defaultheader.Apr","ఏప్రి"
"","defaultheader.April","ఏప్రిల్"
"","defaultheader.Aug","ఆగ"
"","defaultheader.August","ఆగస్టు"
"","defaultheader.BackToBrandHomePage","<<BRAND>> హోమ్ పేజికి వెనక్కు"
"","defaultheader.BookAnOnlineAd","Book an online AD"
"","defaultheader.BrandChannel","<<BRAND>> ఛానెల్"
"","defaultheader.BrandFullVersion","<<BRAND>> పూర్తి పాఠం"
"","defaultheader.BrandNowSupportsVideosPostNow","కొత్తది: <<BRAND>> ఇప్పడు వీడియోలకు మద్దతు ఇస్తుంది! ఇప్పుడు పోస్ట్ చేయండి!"
"","defaultheader.BrowseAds","ప్రకటనలు బ్రౌజ్ చెయ్యి"
"","defaultheader.Categories","<<BRAND>> విభాగాలు"
"","defaultheader.change","మార్చు"
"","defaultheader.Cities","నగరాలు"
"","defaultheader.ClassifiedsAndMuchMore","క్లాసిఫైడ్స్ మరియు ఇంకా ఎన్నో!"
"","defaultheader.ClassifiedsHelp","క్లాసిఫైడ్స్ సహాయం"
"","defaultheader.ClassifiedsHome","క్లాసిఫైడ్స్ హోమ్"
"","defaultheader.Click","ఇక్కడ క్లిక్ చేయండి"
"","defaultheader.ClickHere","ఇక్కడ క్లిక్ చేయండి"
"","defaultheader.CloseToYou","<<BRAND>> మీకు దగ్గరయినది"
"","defaultheader.Dec","డిసె"
"","defaultheader.December","డిసెంబరు"
"","defaultheader.Distance","దూరం"
"","defaultheader.DragThisIconLogoBrandToYourWindowsTaskbarToPin","ఈ ఐకాన్ <<LOGO_IMAGE>> ని పిన్ చేయటానికి మీ Windows టాస్క్ బార్ పైకి డ్రాగ్ చేయండి."
"","defaultheader.Exact","ఖచ్చితమైన"
"","defaultheader.ExperienceBrandAsPinnedSite","<<BRAND>>  పిన్డ్ సైట్ అనుభూతిని పొందండి!"
"","defaultheader.Features","<<BRAND>> గుణాలు"
"","defaultheader.Feb","ఫిబ్ర"
"","defaultheader.February","ఫిబ్రవరి"
"","defaultheader.FollowUsOnNetwork","మమ్మల్ని<<NETWORK>>  పై అనుసరించండి"
"","defaultheader.FreeSite","<AREA> ఉచిత క్లాసిఫైడ్స్"
"","defaultheader.Fri","శుక్ర"
"","defaultheader.Friday","శుక్రవారం"
"","defaultheader.FriendName1AndFriendName2AreUsingBrand","<<friendName1>> మరియు <<friendName2>> <<BRAND>> ని ఉపయోగిస్తున్నారు"
"","defaultheader.FriendName1FriendName2AndFriendsTotalMoreAreUsingBrand","<<friendName1>>, <<friendName2>> ఇంకా <<friendsTotal>> మంది స్నేహితులు <<BRAND>> ని ఉపయోగిస్తున్నారు"
"","defaultheader.FriendName1IsUsingBrand","<<friendName1>> <<BRAND>> ని ఉపయోగిస్తున్నాడు"
"","defaultheader.FriendsTotalUsingBrand","<<friendName1>>, <<friendName2>> ఇంకా <<friendsTotal>> మంది స్నేహితులు <<BRAND>> ని ఉపయోగిస్తున్నారు"
"","defaultheader.Hello","హల్లో,"
"","defaultheader.Help","సహాయం"
"","defaultheader.HelpUs","కొత్తది: <<BRAND>> ఇప్పడు వీడియోలకు మద్దతు ఇస్తుంది! ఇప్పుడు పోస్ట్ చేయండి!"
"","defaultheader.Home","హోమ్‌"
"","defaultheader.ItemDetail","ఐటమ్ వివరాలు"
"","defaultheader.Jan","జన"
"","defaultheader.January","జనవరి"
"","defaultheader.Jul","జూలై"
"","defaultheader.July","జూలై"
"","defaultheader.Jun","జూన్"
"","defaultheader.June","జూన్"
"","defaultheader.JustOneStep","ఒక్క సోపానం మాత్రమే!"
"","defaultheader.ListingLanguage",". . . లోని లిస్టింగులు"
"","defaultheader.Location","లొకేషన్"
"","defaultheader.M","క "
"","defaultheader.Mar","మార్చి"
"","defaultheader.March","మార్చి"
"","defaultheader.May","మే"
"","defaultheader.miles","మైళ్లు"
"","defaultheader.Minutes","నిమిషాలు"
"","defaultheader.MOBILE","మొబైల్"
"","defaultheader.Modify","సవరించు"
"","defaultheader.Mon","సోమ"
"","defaultheader.Monday","సోమవారం"
"","defaultheader.My OLX","నా OLX"
"","defaultheader.MyAdsOnBrand","<<BRAND>> గురించి నా ప్రకటనలు"
"","defaultheader.MyClassifieds","నా క్లాసిఫైడ్స్"
"","defaultheader.NeverAskAgain","మళ్లీ ఎప్పుడూ అడగవద్దు"
"","defaultheader.NewListings","క్రొత్త జాబితాలు"
"","defaultheader.Not_You?","మీరు కాదు"
"","defaultheader.Nov","నవ"
"","defaultheader.November","నవంబరు"
"","defaultheader.Oct","అక్టో"
"","defaultheader.October","అక్టోబరు"
"","defaultheader.OLX","<<BRAND>>"
"","defaultheader.Optional","వికల్పం "
"","defaultheader.Or","లేదా"
"","defaultheader.PlaceAdFree","ప్రకటనను ఉచితంగా ఉంచండి"
"","defaultheader.PlaceAnAd","ఒక ప్రకటనను ఉంచండి"
"","defaultheader.PlaceFreeAd","ఒక ఉచిత ప్రకటనను ఉంచండి"
"","defaultheader.PopularSearches","ప్రజాదరణగల శోధనలు"
"","defaultheader.Post","పోస్ట్"
"","defaultheader.PostAdFree","ప్రకటనను ఉచితంగా పోస్టు చేయండి"
"","defaultheader.PostAFreeAd","ఒక ఉచిత యాడ్ పోస్ట్ చెయ్యి"
"","defaultheader.PostAFreeClassifiedAd","ఒక ఉచిత క్లాసిఫైడ్ పోస్ట్ చేయండి"
"","defaultheader.PostAnAd","ఒక ప్రకటనను పోస్టు చేయండి."
"","defaultheader.PostPicturesButton","చిత్రాలను పోస్టు చేయండి"
"","defaultheader.PublishFreeAd","ఒక ఉచిత క్లాసిఫైడ్ పోస్ట్ చేయండి"
"","defaultheader.Region","ప్రాంతం"
"","defaultheader.Register","రిజిస్టర్ చెయ్యి"
"","defaultheader.Register2","రిజిస్టర్ చెయ్యి"
"","defaultheader.Sat","శని"
"","defaultheader.Saturday","శనివారం"
"","defaultheader.Search","శోధించండి"
"","defaultheader.Seconds","సెకండ్లు"
"","defaultheader.SelectCityState","నగరం/రాష్ట్రం ఎంపిక చెయ్యండి"
"","defaultheader.SelectCountry","దేశం ఎంపిక చేయండి"
"","defaultheader.Selected_Region","లొకేషన్"
"","defaultheader.Sep","సెప్టె"
"","defaultheader.September","సెప్టెంబరు"
"","defaultheader.SiteLanguage",". . . :లోని లిస్టింగులు"
"","defaultheader.State","రాష్ట్రం"
"","defaultheader.StayConnected","అనుసంధానించబడి ఉండండి"
"","defaultheader.Sun","ఆది"
"","defaultheader.Sunday","ఆదివారం"
"","defaultheader.TellUsYourOpinionAnswerTheSurvey","మీ అభిప్రాయాన్ని మాకు చెప్పండి, సర్వేకి సమాధానమివ్వండి!"
"","defaultheader.TheWeb","వెబ్"
"","defaultheader.Thu","గురు"
"","defaultheader.Thursday","గురువారం"
"","defaultheader.Tue","మంగ"
"","defaultheader.Tuesday","మంగళవారం"
"","defaultheader.UsefulInformation","ఉపయోగకరమైన సమాచారం"
"","defaultheader.UserNameHasPublishedThis","<<USERNAME>> ఈ ప్రకటనని ప్రచురించారు"
"","defaultheader.VoteUrl","/index.php?a=1&newpost=1"
"","defaultheader.Wed","బుధ"
"","defaultheader.Wednesday","బుధవారం"
"","defaultheader.Welcome","స్వాగతం"
"","defaultheader.WhatAreYouLookingFor","మీరు దేని కోసం చూస్తున్నారు?"
"","defaultheader.WhatWouldYouLikeToDoNext","మీరు తరువాత ఏమి చేయాలనుకుంటున్నారు?"
"","defaultheader.WhereBuyersMeetSellers","కొనుగోలుదారులు అమ్మకందారులను కలిసేచోటు"
"","defaultheader.YouCanPostWithoutHavingAnAccountItIsFastAndFree","అకౌంటు లేకుండా మీరు పోస్ట్ చేయవచ్చు. ఇది త్వరితం మరియు ఉచితం!"
"","defaultheader.YourFriendsAdsOnBrand","మీ స్నేహితుల యొక్క ప్రకటనలు <<BRAND>> పైన"
"","defaultheader.YourLastVisitedAds","మీరు ఇంతకుముందు చూసిన ప్రకటనలు"
"","defaulthtmlhead.2CharactersMinimum","కనీసం 2 అక్షరాలు"
"","defaulthtmlhead.Add a comment","ఒక కామెంట్ చేర్చు"
"","defaulthtmlhead.AreYouFromCountry","మీరు <country> దేశానికి చెందినవారా?"
"","defaulthtmlhead.BidError","<<BRAND>> - Bid Submission"
"","defaulthtmlhead.BrandBehindTheScenes","<<BRAND>> నేపధ్యంలో:"
"","defaulthtmlhead.BrowseBrand","<<BRAND>> బ్రౌజ్ చెయ్యి"
"","defaulthtmlhead.BuyerInformation","కొనుగోలుదారు సమాచారం"
"","defaulthtmlhead.CheckOurYoutubeChannel","మా <<YOUTUBE>> చానల్ ని చూడండి"
"","defaulthtmlhead.CheckOutOurNewTvAd","మా క్రొత్త టీ.వీ. ప్రకటనని పరీశీలించండి!"
"","defaulthtmlhead.CookiesHelp","<<BRAND>> - కుకీలకు సంబంధించిన సహాయం"
"","defaulthtmlhead.Description1","Online exchange "
"","defaulthtmlhead.Description2"," offers local classified ads for jobs, auctions, for sale, real estate, services, community and events - Post your classified ad for free"
"","defaulthtmlhead.Disclaimer","బాధ్యత తిరస్కారం"
"","defaulthtmlhead.EntireSite","సైట్ మొత్తం"
"","defaulthtmlhead.EverythingHasAValueOn_HomePage","Everything has a value on <<LINK_HOME_PAGE>>, sell it now!"
"","defaulthtmlhead.FindAdsInRealEstateForSaleJobsVehiclesAndMoreNextToYourLocation","మీకు దగ్గరలో అమ్మకాలు, ఉద్యోగాలు, వాహనాలతోపాటు మరిన్ని వివరాలకి స్థిరాస్థి వ్యాపార రంగ ప్రకటనలలో చూడండి."
"","defaulthtmlhead.FindOutWhoYouAreAt_HomePage","<<LINK_HOME_PAGE>> వద్ద మీరు ఎవరో తెలుసుకోండి"
"","defaulthtmlhead.FlagItem","ఫ్లాగ్ ఐటమ్"
"","defaulthtmlhead.FreeClassifiedsInArea","<AREA> లో ఉచిత క్లాసిఫైడ్స్"
"","defaulthtmlhead.GeneralDescription","<AREA>ఉద్యోగాల కోసం, అమ్మకాల కోసం, రియల్ ఎస్టేట్, సర్వీసులు, కమ్యూనిటీ మరియు ఈవెంట్‌ల కోసం స్థానిక క్లాసిఫైడ్ ప్రకటనలు అందిస్తుంది - మీ క్లాసిఫైడ్ ప్రకటనను ఉచితంగా పోస్ట్ చేయండి"
"","defaulthtmlhead.GeneralKeywords","<AREA>,  క్లాసిఫైడ్స్, క్లాసిఫైడ్ ప్రకటనలు, ఉద్యోగాలు, అమ్మకాల కోసం, రియల్ ఎస్టేట్, సర్వీసులు, కమ్యూనిటీ, ఈవెంట్‌లు"
"","defaulthtmlhead.GoBackToThePreviousPage","ముందు పేజీకి వెళ్ళండి."
"","defaulthtmlhead.HaveYouSeenThis","దీనిని మీరు చూశారా?"
"","defaulthtmlhead.HelloUsername","హల్లో, <<USERNAME>>"
"","defaulthtmlhead.HomeSpecialTitle","Free Classifieds ads for cars, real estate, personals, services, jobs..."
"","defaulthtmlhead.HomeTitle","<AREA> లో ఉచిత క్లాసిఫైడ్స్, <AREA> లో క్లాసిఫైడ్ ప్రకటనలు (అమ్మకం, వ్యక్తిగతం, వాహనాలు, రియల్ ఎస్టేట్, కమ్యూనిటీ. . .)"
"","defaulthtmlhead.InEveryBuyerLivesSeller","ప్రతి కొనుగోలు దారుడిలోనూ ఒక అమ్మకందారు ఉంటారు"
"","defaulthtmlhead.Is","ఇలా ఉంది"
"","defaulthtmlhead.Keywords",", classifieds, classified ads, jobs, auctions, for sale, real estate, services, community, events"
"","defaulthtmlhead.Last","చివరి"
"","defaulthtmlhead.LinkHomePage_TvAdCampaign","<<LINK_HOME_PAGE>> టీ.వీ. ప్రకటన ప్రచారం"
"","defaulthtmlhead.ListingTitle","<CATEGORY> <AREA>"
"","defaulthtmlhead.ListingUnavailable","ఈ లిస్టుంగు లభ్యత లేదు"
"","defaulthtmlhead.LoginTitle","<<BRAND>> కు స్వాగతం !"
"","defaulthtmlhead.MakeSureTheWebAddressYouEnteredIsCorrect","మీరు  ప్రవేశ పెట్టిన వెబ్ చిరునమా సరియైనదని నిర్ధారించుకోంది"
"","defaulthtmlhead.MoreResults","మరిన్ని ఫలితాలు"
"","defaulthtmlhead.My Bids","My Bids"
"","defaulthtmlhead.My Favorites","నా ఫేవరేట్స్"
"","defaulthtmlhead.My Listings","నా లిస్టింగులు"
"","defaulthtmlhead.My Messages","నా సందేశాలు"
"","defaulthtmlhead.MyBidsTitle","నా లిస్టింగులు"
"","defaulthtmlhead.MyFavoritesTitle","నా లిస్టింగులు"
"","defaulthtmlhead.MyListingTitle","నా లిస్టింగులు"
"","defaulthtmlhead.MyOlxTitle","నా OLX"
"","defaulthtmlhead.MyOLX_EditTitle","లిస్టింగు ఎడిషన్- <<ITEM>>"
"","defaulthtmlhead.MyOLX_RenewTitle","లిస్టింగు రెన్యువల్- <<ITEM>>"
"","defaulthtmlhead.NewUserRegistration","<<BRAND>> -కొత్త యూజర్ రిజిస్ట్రేషన్"
"","defaulthtmlhead.OtherRelatedSites","సంబంధిత ఇతర సైట్స్:"
"","defaulthtmlhead.Personal Info","వ్యక్తిగత సమాచారం"
"","defaulthtmlhead.PersonalInformationTitle","వ్యక్తిగత సమాచారం"
"","defaulthtmlhead.PleaseTryAgainLaterAndGoToTheHomePage","దయచేసి తర్వాత మళ్ళీ ప్రయత్నించండి. ఇదే సమయంలో మీరు <<LINK_HOME_PAGE>> కి వెనకకి వెళితే మీకు కావలసినది దొరకవచ్చు. ఈ అసౌకర్యానికి మేము క్షమాపణలు తెలియచేస్తున్నాము."
"","defaulthtmlhead.PleaseTryOneOfTheFollowingOptions","క్రింద ఉన్న ఐఛ్ఛికాలలో ఏదో ఒకదానిని దయచేసి ప్రయత్నించండి:"
"","defaulthtmlhead.Post","పోస్ట్"
"","defaulthtmlhead.PostAnotherAd","మరొక ప్రకటనని నమోదు చేయండి"
"","defaulthtmlhead.Read comments","కామెంట్స్"
"","defaulthtmlhead.Region","ప్రాంతం"
"","defaulthtmlhead.RegisterError","<<BRAND>> -రిజిస్ట్రేషన్ తప్పిదం"
