"location","source","target"
"","countryoptions.emirateSelect","Najpomembnejši emirati v"
"","countryoptions.EnterCity","Vnesite kraj"
"","countryoptions.EnterCityOrZipCode","Vnesite kraj ali poštno številko"
"","countryoptions.EntireCountry","Celotna država"
"","countryoptions.Exact","Natančno"
"","countryoptions.example","primer"
"","countryoptions.FastAndEasyAccess","Fast and Easy Access"
"","countryoptions.Home_BrowseMoreRegions","Več"
"","countryoptions.Home_SelectCanton","Izberite kanton"
"","countryoptions.Home_SelectCity","Izberite mesto"
"","countryoptions.Home_SelectDepartment","Izberite departma"
"","countryoptions.Home_SelectEmirate","Izberite emirat"
"","countryoptions.Home_SelectProvince","Izberite provinco"
"","countryoptions.Home_SelectRegion","Izberite regijo"
"","countryoptions.Home_SelectState","Izberite zvezno državo"
"","countryoptions.ListingLanguage","Objave:"
"","countryoptions.LookForAdsInYourRegionBySelectingItOnTheMap","Iščite oglase v svoji regiji z izborom le-te na zemljevidu"
"","countryoptions.Municipality","Mestna občina"
"","countryoptions.NoCities","Sorry, we don't have any cities in this section"
"","countryoptions.NoCountries","V tem razdelku ni nobene države"
"","countryoptions.Ok","V redu"
"","countryoptions.Or","Ali izberite mesto"
"","countryoptions.OrSelectACity","Ali izberite kraj"
"","countryoptions.OrSelectARegion","Ali izberite regijo"
"","countryoptions.OtherCities","Drugi kraji"
"","countryoptions.OtherCitiesInRegion","Drugi kraji v <<REGION>>"
"","countryoptions.OtherProvinces","Druge province"
"","countryoptions.OtherRegions","Druge regije"
"","countryoptions.OtherStates","Druge zvezne države"
"","countryoptions.PleaseChooseYourCity","Izberite svoj kraj"
"","countryoptions.PleaseChooseYourCounty","Prosimo, izberite svojo občino"
"","countryoptions.PleaseChooseYourPrefecture","Prosimo, izberite svojo prefekturo"
"","countryoptions.PleaseEnterYourZipCode","Vnesite svojo poštno številko"
"","countryoptions.PleaseSelectACity","Izberite kraj."
"","countryoptions.PleaseSelectACountry","Izberite državo"
"","countryoptions.PostAdd","Objavite brezplačni oglas"
"","countryoptions.Prefecture","Prefektura"
"","countryoptions.ProvinceRegion","Provinca/regija"
"","countryoptions.provinceSelect","Province:"
"","countryoptions.Region","Lokacija"
"","countryoptions.regionCantonSelect","Kantoni:"
"","countryoptions.regionSelect","Regije:"
"","countryoptions.SelectACanton","Izberite kanton"
"","countryoptions.SelectACity","Izberite kraj"
"","countryoptions.SelectACityInRegion","Izberite kraj v <<REGION>>"
"","countryoptions.SelectACounty","Select a County"
"","countryoptions.SelectADelegation","Select a delegation"
"","countryoptions.SelectADepartment","Izberite departma"
"","countryoptions.SelectANeighborhood","Izberite sosesko"
"","countryoptions.SelectAnEmirate","Izberite emirat"
"","countryoptions.SelectAPrefecture","Select a Prefecture"
"","countryoptions.SelectAProvince","Izberite provinco"
"","countryoptions.SelectARegion","Izberite regijo"
"","countryoptions.SelectAState","Izberite zvezno državo"
"","countryoptions.SelectCanton","Izberite kanton"
"","countryoptions.SelectCityState","Izberite kraj/zvezno državo"
"","countryoptions.SelectCountry","Izberite državo"
"","countryoptions.SelectCounty","Izberite občino"
"","countryoptions.SelectDepartament","Izberite departma"
"","countryoptions.SelectDepartment","Izberite departma"
"","countryoptions.SelectedRegion","Izbrana regija"
"","countryoptions.SelectOnTheMap","Izberite na zemljevidu"
"","countryoptions.SelectPrefecture","Izberite prefekturo"
"","countryoptions.SelectProvince","Izberite provinco"
"","countryoptions.SelectRegion","Izberite regijo"
"","countryoptions.SelectState","Izberite zvezno državo"
"","countryoptions.SendBrandBySmsToTheNumber","Send <<BRAND>> by SMS to the number 21616"
"","countryoptions.Send_OLX_to_number_3000","Pošlji <<BLACKSTRONG>><<BRAND>><</BLACKSTRONG>> k številki <<BLACKSTRONG>>3000<</BLACKSTRONG>>"
"","countryoptions.SiteLanguage","Jezik spletnega mesta"
"","countryoptions.State","Izberite regijo"
"","countryoptions.stateSelect","Izberite zvezno državo:"
"","countryoptions.TheCityYouSelectedIsPresentInSeveralStatesPleaseSelectTheStateYourCityIsLocated","Kraj, ki ste ga izbrali, se nahaja v več državah. Izberite državo, v kateri se nahaja vaš kraj:"
"","countryoptions.Town","Kraj"
"","countryoptions.Wait","Čakajte ..."
"","countryoptions.ZipCodeOrCity","Poštna številka ali kraj"
"","defaultfooter.About OLX","O storitvi <<BRAND>>"
"","defaultfooter.ADS_REGION","Oglasi v <<REGION>>"
"","defaultfooter.AdvancedSearch","Napredno iskanje"
"","defaultfooter.AllListings","Vse objave"
"","defaultfooter.AllStates","Prebrskajte kraje"
"","defaultfooter.Back","Nazaj"
"","defaultfooter.BrandFreeClassifieds","100% brezplačni mali oglasi"
"","defaultfooter.BrowseAds","Prebrskajte oglase"
"","defaultfooter.change","spremeni"
"","defaultfooter.classifiedGratuitous","brezplačni mali oglasi"
"","defaultfooter.ClassifiedsAndMuchMore","Mali oglasi in še veliko več!"
"","defaultfooter.ClassifiedsHelp","Pomoč za male oglase"
"","defaultfooter.ClassifiedsHome","Domača stran malih oglasov"
"","defaultfooter.Click","kliknite tukaj"
"","defaultfooter.ClickHere","Kliknite tukaj"
"","defaultfooter.Distance","Razdalja"
"","defaultfooter.Exact","Natančno"
"","defaultfooter.FreeSite","100% brezplačni mali oglasi"
"","defaultfooter.GoHome","Pojdi na domačo stran"
"","defaultfooter.Hello","Pozdravljeni,"
"","defaultfooter.Hello!","Pozdravljeni!"
"","defaultfooter.Help","Pomoč"
"","defaultfooter.HelpUs","Novo: <<BRAND>> sedaj podpira videoposnetke! Objavite jih zdaj!"
"","defaultfooter.Home","Domov"
"","defaultfooter.IntellectualPropertyProtectionServices","Storitve za zaščito intelektualne lastnine"
"","defaultfooter.ItemDetail","Podrobnosti o predmetu"
"","defaultfooter.ListingLanguage","Objave v"
"","defaultfooter.Location","Lokacija:"
"","defaultfooter.miles","kilometrov"
"","defaultfooter.MOBILE","MOBILNI TELEFON"
"","defaultfooter.My OLX","Moj OLX"
"","defaultfooter.MyAskHT.com","My askHT.com"
"","defaultfooter.Not_You?","niste vi"
"","defaultfooter.OLX","<<BRAND>>"
"","defaultfooter.OLX Official Time","Uradni čas <<BRAND>>"
"","defaultfooter.Optional","Izbirno"
"","defaultfooter.Or","ali"
"","defaultfooter.PopularSearches","Priljubljena iskanja"
"","defaultfooter.Post","Objava"
"","defaultfooter.PublishFreeAd","Objavite brezplačni oglas"
"","defaultfooter.Region","Regija"
"","defaultfooter.Register","Registracija"
"","defaultfooter.Register2","Registracija"
"","defaultfooter.Search","Iskanje"
"","defaultfooter.SelectCityState","Izberite kraj/zvezno državo"
"","defaultfooter.SelectCountry","Izberite državo"
"","defaultfooter.Selected_Region","Izbrana regija"
"","defaultfooter.Sign_In","Vpis"
"","defaultfooter.Sign_In2","Vpis"
"","defaultfooter.SiteLanguage","Oglasi v:"
"","defaultfooter.sitesAssociate","Druga sorodna spletna mesta:"
"","defaultfooter.State","Zvezna država"
"","defaultfooter.Terms of use","Pogoji uporabe"
"","defaultfooter.TheWeb","Splet"
"","defaultfooter.VoteUrl","/index.php?a=1&newpost=1"
"","defaultfooter.Welcome","Dobrodošli"
"","defaultheader2.AllListings","Vsi oglasi"
"","defaultheader2.Click","kliknite tukaj"
"","defaultheader2.FreeSite","<AREA> Brezplačni mali oglasi"
"","defaultheader2.Hello","Pozdravljeni,"
"","defaultheader2.Help","Pomoč"
"","defaultheader2.Home","Domov"
"","defaultheader2.My OLX","Moj OLX"
"","defaultheader2.Not_You?","niste vi"
"","defaultheader2.OLX","<<BRAND>>"
"","defaultheader2.Or","Ali"
"","defaultheader2.Post","Objava"
"","defaultheader2.PublishFreeAd","Objavi brezplačni mali oglas"
"","defaultheader2.Register","Registracija"
"","defaultheader2.Search","Iskanje"
"","defaultheader2.TheWeb","Splet"
"","defaultheader2.Welcome","Dobrodošli"
"","defaultheader.'PublishFreeAd'","Pozdravljeni"
"","defaultheader.AdvancedSearch","Napredno iskanje"
"","defaultheader.AllListings","Vsi oglasi"
"","defaultheader.Apr","Apr"
"","defaultheader.April","April"
"","defaultheader.Aug","Avg"
"","defaultheader.August","Avgust"
"","defaultheader.BackToBrandHomePage","Nazaj na domačo stran <<BRAND>>"
"","defaultheader.BookAnOnlineAd","Book an online AD"
"","defaultheader.BrandChannel","<<BRAND>> kanal"
"","defaultheader.BrandFullVersion","<<BRAND>> Popolna verzija"
"","defaultheader.BrandNowSupportsVideosPostNow","Novo: <<BRAND>> sedaj podpira videoposnetke! Objavite jih zdaj!"
"","defaultheader.BrowseAds","Prebrskajte oglase"
"","defaultheader.Categories","<<BRAND>> kategorije"
"","defaultheader.change","Spremeni"
"","defaultheader.Cities","Mesta"
"","defaultheader.ClassifiedsAndMuchMore","Mali oglasi in še veliko več!"
"","defaultheader.ClassifiedsHelp","Pomoč za male oglase"
"","defaultheader.ClassifiedsHome","Domača stran malih oglasov"
"","defaultheader.Click","kliknite tukaj"
"","defaultheader.ClickHere","Kliknite tukaj"
"","defaultheader.CloseToYou","<<BRAND>> blizu vas"
"","defaultheader.Dec","Dec"
"","defaultheader.December","December"
"","defaultheader.Distance","Razdalja"
"","defaultheader.DragThisIconLogoBrandToYourWindowsTaskbarToPin","Povlecite to ikono <<LOGO_IMAGE>> na vašo Windows opravilno vrstico, da jo pripnete."
"","defaultheader.Exact","Natančno"
"","defaultheader.ExperienceBrandAsPinnedSite","Izkusite <<BRAND>> kot pripeto spletno mesto!"
"","defaultheader.Features","<<BRAND>> funkcije"
"","defaultheader.Feb","Feb"
"","defaultheader.February","Februar"
"","defaultheader.FollowUsOnNetwork","Sledite nam na <<NETWORK>>"
"","defaultheader.FreeSite","<AREA> Brezplačni mali oglasi"
"","defaultheader.Fri","Pet"
"","defaultheader.Friday","Petek"
"","defaultheader.FriendName1AndFriendName2AreUsingBrand","<<friendName1>> in <<friendName2>> uporabljajo <<BRAND>>"
"","defaultheader.FriendName1FriendName2AndFriendsTotalMoreAreUsingBrand","<<friendName1>>, <<friendName2>> in še <<friendsTotal>> prijatelj/a/i uporablja/ta/jo <<BRAND>>"
"","defaultheader.FriendName1IsUsingBrand","<<friendName1>> uporablja <<BRAND>>"
"","defaultheader.FriendsTotalUsingBrand","<<friendName1>>, <<friendName2>>  in še <<friendsTotal>> prijatelj/a/i uporablja/ta/jo <<BRAND>>"
"","defaultheader.Hello","Pozdravljeni,"
"","defaultheader.Help","Pomoč"
"","defaultheader.HelpUs","Novo: <<BRAND>> sedaj podpira videoposnetke! Objavite jih zdaj!"
"","defaultheader.Home","Domov"
"","defaultheader.ItemDetail","Podrobnosti o predmetu"
"","defaultheader.Jan","Jan"
"","defaultheader.January","Januar"
"","defaultheader.Jul","Jul"
"","defaultheader.July","Julij"
"","defaultheader.Jun","Jun"
"","defaultheader.June","Junij"
"","defaultheader.JustOneStep","Samo 1 korak!"
"","defaultheader.ListingLanguage","Objave v"
"","defaultheader.Location","Lokacija"
"","defaultheader.M","m"
"","defaultheader.Mar","Mar"
"","defaultheader.March","Marec"
"","defaultheader.May","Maj"
"","defaultheader.miles","kilometrov"
"","defaultheader.Minutes","minut"
"","defaultheader.MOBILE","MOBILNI TELEFON"
"","defaultheader.Modify","Spremeni"
"","defaultheader.Mon","Pon"
"","defaultheader.Monday","Ponedeljek"
"","defaultheader.My OLX","Moj OLX"
"","defaultheader.MyAdsOnBrand","Moji oglasi na <<BRAND>>"
"","defaultheader.MyClassifieds","Moji mali oglasi"
"","defaultheader.NeverAskAgain","Nikoli več ne vprašaj"
"","defaultheader.NewListings","Nove objave"
"","defaultheader.Not_You?","niste vi"
"","defaultheader.Nov","Nov"
"","defaultheader.November","November"
"","defaultheader.Oct","Okt"
"","defaultheader.October","Oktober"
"","defaultheader.OLX","<<BRAND>>"
"","defaultheader.Optional","Izbirno"
"","defaultheader.Or","ali"
"","defaultheader.PlaceAdFree","Predstavite BREZPLAČNI oglas"
"","defaultheader.PlaceAnAd","Predstavite oglas"
"","defaultheader.PlaceFreeAd","Predstavite brezplačni oglas"
"","defaultheader.PopularSearches","Priljubljena iskanja"
"","defaultheader.Post","Objava"
"","defaultheader.PostAdFree","Objavite BREZPLAČNI oglas"
"","defaultheader.PostAFreeAd","Objavite brezplačni oglas"
"","defaultheader.PostAFreeClassifiedAd","Objavite brezplačni mali oglas"
"","defaultheader.PostAnAd","Objavite oglas"
"","defaultheader.PostPicturesButton","Objavite fotografije"
"","defaultheader.PublishFreeAd","Objavite brezplačni mali oglas"
"","defaultheader.Region","Regija"
"","defaultheader.Register","Registracija"
"","defaultheader.Register2","Registracija"
"","defaultheader.Sat","Sob"
"","defaultheader.Saturday","Sobota"
"","defaultheader.Search","Iskanje"
"","defaultheader.Seconds","sekund"
"","defaultheader.SelectCityState","Izberite kraj/zvezno državo"
"","defaultheader.SelectCountry","Izberite državo"
"","defaultheader.Selected_Region","Lokacija"
"","defaultheader.Sep","Sep"
"","defaultheader.September","September"
"","defaultheader.SiteLanguage","Objave v:"
"","defaultheader.State","Zvezna država"
"","defaultheader.StayConnected","Ostanite povezani"
"","defaultheader.Sun","Ned"
"","defaultheader.Sunday","Nedelja"
"","defaultheader.TellUsYourOpinionAnswerTheSurvey","Povejte nam svoje mnenje, odgovorite na to anketo!"
"","defaultheader.TheWeb","Splet"
"","defaultheader.Thu","Čet"
"","defaultheader.Thursday","Četrtek"
"","defaultheader.Tue","Tor"
"","defaultheader.Tuesday","Torek"
"","defaultheader.UsefulInformation","Uporabne informacije"
"","defaultheader.UserNameHasPublishedThis","<<USERNAME>> je objavil ta oglas"
"","defaultheader.VoteUrl","/index.php?a=1&newpost=1"
"","defaultheader.Wed","Sre"
"","defaultheader.Wednesday","Sreda"
"","defaultheader.Welcome","Dobrodošli"
"","defaultheader.WhatAreYouLookingFor","Kaj iščete?"
"","defaultheader.WhatWouldYouLikeToDoNext","Kaj bi želeli narediti kot naslednje?"
"","defaultheader.WhereBuyersMeetSellers","kjer kupci srečajo prodajalce"
"","defaultheader.YouCanPostWithoutHavingAnAccountItIsFastAndFree","Objavljate lahko tudi, če nimate računa. To je hitro in brezplačno!"
"","defaultheader.YourFriendsAdsOnBrand","Oglasi vaših prijateljev na <<BRAND>>"
"","defaultheader.YourLastVisitedAds","Vaši zadnji ogledani oglasi"
"","defaulthtmlhead.2CharactersMinimum","najmanj 2 znaka"
"","defaulthtmlhead.Add a comment","Dodaj komentar"
"","defaulthtmlhead.AreYouFromCountry","Ali ste iz <country>?"
"","defaulthtmlhead.BidError","<<BRAND>> - Bid Submission"
"","defaulthtmlhead.BrandBehindTheScenes","<<BRAND>> Za kulisami:"
"","defaulthtmlhead.BrowseBrand","Prebrskaj <<BRAND>>"
"","defaulthtmlhead.BuyerInformation","Informacije o kupcu"
"","defaulthtmlhead.CheckOurYoutubeChannel","Poglejte si naš <<YOUTUBE>> kanal"
"","defaulthtmlhead.CheckOutOurNewTvAd","Poglejte si naš novi TV oglas!"
"","defaulthtmlhead.CookiesHelp","<<BRAND>> – pomoč pri piškotkih"
"","defaulthtmlhead.Description1","Online exchange "
"","defaulthtmlhead.Description2"," offers local classified ads for jobs, auctions, for sale, real estate, services, community and events - Post your classified ad for free"
"","defaulthtmlhead.Disclaimer","Zavrnitev odgovornosti"
"","defaulthtmlhead.EntireSite","Celotno spletno mesto"
"","defaulthtmlhead.EverythingHasAValueOn_HomePage","Everything has a value on <<LINK_HOME_PAGE>>, sell it now!"
"","defaulthtmlhead.FindAdsInRealEstateForSaleJobsVehiclesAndMoreNextToYourLocation","Najdite oglase za nepremičnine, naprodaj, zaposlitve, vozila in več v bližini svoje lokacije."
"","defaulthtmlhead.FindOutWhoYouAreAt_HomePage","Izvedite, kdo ste, na <<LINK_HOME_PAGE>>"
"","defaulthtmlhead.FlagItem","Označi oglas z zastavico"
"","defaulthtmlhead.FreeClassifiedsInArea","Brezplačni mali oglasi v <AREA>"
"","defaulthtmlhead.GeneralDescription","<AREA> nudi lokalne male oglase na področju zaposlitve, prodaje, nepremičnin, storitev, skupnosti in dogodkov – brezplačno objavite svoj mali oglas"
"","defaulthtmlhead.GeneralKeywords","<AREA> , mali oglasi, zaposlitve, naprodaj, nepremičnine, storitve, skupnost, dogodki"
"","defaulthtmlhead.GoBackToThePreviousPage","Vrnite se na prejšnjo stran."
"","defaulthtmlhead.HaveYouSeenThis","Ali ste to videli?"
"","defaulthtmlhead.HelloUsername","Pozdravljeni, <<USERNAME>>"
"","defaulthtmlhead.HomeSpecialTitle","Free Classifieds ads for cars, real estate, personals, services, jobs..."
"","defaulthtmlhead.HomeTitle","Brezplačni mali oglasi v <AREA>, mali oglasi v <AREA> (naprodaj, osebni stiki, vozila, nepremičnine, skupnost...)"
"","defaulthtmlhead.InEveryBuyerLivesSeller","V vsakem kupcu živi prodajalec"
"","defaulthtmlhead.Is","je"
"","defaulthtmlhead.Keywords",", classifieds, classified ads, jobs, auctions, for sale, real estate, services, community, events"
"","defaulthtmlhead.Last","Zadnji"
"","defaulthtmlhead.LinkHomePage_TvAdCampaign","<<LINK_HOME_PAGE>> TV oglaševalna akcija."
"","defaulthtmlhead.ListingTitle","<CATEGORY> <AREA>"
"","defaulthtmlhead.ListingUnavailable","Ta oglas ni na voljo"
"","defaulthtmlhead.LoginTitle","Dobrodošli v <<BRAND>>!"
"","defaulthtmlhead.MakeSureTheWebAddressYouEnteredIsCorrect","Prepričajte se, da je spletni naslov, ki ste ga vnesli, pravilen."
"","defaulthtmlhead.MoreResults","Več rezultatov"
"","defaulthtmlhead.My Bids","My Bids"
"","defaulthtmlhead.My Favorites","Moji priljubljeni"
"","defaulthtmlhead.My Listings","Moji oglasi"
"","defaulthtmlhead.My Messages","Moja sporočila"
"","defaulthtmlhead.MyBidsTitle","Moji oglasi"
"","defaulthtmlhead.MyFavoritesTitle","Moji oglasi"
"","defaulthtmlhead.MyListingTitle","Moji oglasi"
"","defaulthtmlhead.MyOlxTitle","Moj OLX"
"","defaulthtmlhead.MyOLX_EditTitle","Urejanje oglasa – <<ITEM>>"
"","defaulthtmlhead.MyOLX_RenewTitle","Obnova oglasa – <<ITEM>>"
"","defaulthtmlhead.NewUserRegistration","<<BRAND>> – registracija novega uporabnika"
"","defaulthtmlhead.OtherRelatedSites","Druga sorodna spletna mesta:"
"","defaulthtmlhead.Personal Info","Osebne informacije"
"","defaulthtmlhead.PersonalInformationTitle","Osebne informacije"
"","defaulthtmlhead.PleaseTryAgainLaterAndGoToTheHomePage","Prosimo, da znova poskusite kasneje. Medtem pa boste morda lahko našli to, kar iščete, tako da se vrnete na  <<LINK_HOME_PAGE>>. Opravičujemo se za kakršnekoli neprijetnosti."
"","defaulthtmlhead.PleaseTryOneOfTheFollowingOptions","Prosimo, poizkusite eno od naslednjih možnosti:"
"","defaulthtmlhead.Post","Objava"
"","defaulthtmlhead.PostAnotherAd","Objavite še en oglas"
"","defaulthtmlhead.Read comments","Komentarji"
"","defaulthtmlhead.Region","Regija"
"","defaulthtmlhead.RegisterError","<<BRAND>> – napaka pri registraciji"
"","defaulthtmlhead.Remove","Odstrani"
"","defaulthtmlhead.SearchTitle","Mali oglasi | <<BRAND>>.com"
"","defaulthtmlhead.SelectRegion","Izberite regijo"
"","defaulthtmlhead.SellerInformation","Informacije o prodajalcu"
"","defaulthtmlhead.SexualWarning","<<BRAND>> – opozorilo in zavrnitev odgovornosti"
"","defaulthtmlhead.ShareThisVideo","Deli ta video"
"","defaulthtmlhead.SorryThePageYouAreLookingForIsNotAvailable","Oprostite, stran, ki jo iščete, ni na voljo."
"","defaulthtmlhead.StayOnTheBrandCountryNameSite","Ostanite na <<BRAND>> <<COUNTRY_NAME>>"
"","defaulthtmlhead.TakeALookToTheFirstTvAdCampaignofBrand","Oglejte si prvo TV oglaševalno akcijo za spletno stran za brezplačne male oglase <<BRAND>>, kjer se kupci srečajo s prodajalci."
"","defaulthtmlhead.TakeMeToBrandCountry_Homepage","Odpelji me na <<BRAND>> <country> (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.ThisFeatureIsCurrentlyUnderMaintenance","Opla! Ta funkcija je trenutno v vzdrževanju."
"","defaulthtmlhead.TryToAccessThePageDirectlyFromTheBrandHomePage","Do strani poskusite dostopiti direktno z <<BRAND>> <<LINK_HOME_PAGE>>domače strani<</LINK_HOME_PAGE>>."
"","defaulthtmlhead.TvAd_Title","Včasih morate stvar enostavno spustiti"
"","defaulthtmlhead.UserNameAdsOnBrand","<<USER_NAME>> oglasi na <<BRAND>>"
"","defaulthtmlhead.UserNameFreeClassifieds","<<USER_NAME>> brezplačni mali oglasi"
"","defaulthtmlhead.VideoUploadTitle","Naložitev videoposnetka"
"","defaulthtmlhead.WeHaveNumberAds","Imamo <<NUMBER>> oglasov!"
"","defaulthtmlhead.WeRealizedThatYouAreVisitingBrandCountryNameSiteFromCountry","Ste na spletnem mestu <<BRAND>> <<COUNTRY_NAME>>  (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.WhatDoYouWantToDoNow","Kaj bi želeli narediti zdaj?"
"","defaulthtmlhead.WhichSiteDoYouWantToGoTo","Na katero spletno mesto želite iti:"
"","itemslisting.ActivationPending","Aktiviranje v teku"
"","itemslisting.AdLink","Oglašujte na tem spletnem mestu"
"","itemslisting.AdRemoved","Oglas odstranjen"
"","itemslisting.AdsIn","Oglasi v:"
"","itemslisting.AdSponsored","Sponzorirana povezava"
"","itemslisting.AdUpTo20TimesMoreVisible","Vaš oglas naredite do 20-krat bolj viden."
"","itemslisting.AdUrl","https://adwords.google.com/select/OnsiteSignupLandingPage?client=pub-6663783282485898&referringUrl=http://"
"","itemslisting.AdvertiseOnThisSite","Oglašujte na tem spletnem mestu"
"","itemslisting.AdWillBeAvailable3To6Hours","Čestitke! Vaš oglas bo na OLX na voljo v 3 do 6 urah."
"","itemslisting.All","Vse"
"","itemslisting.AllItems","Vsi oglasi"
"","itemslisting.ALL_ADS","Brezplačni mali oglasi"
"","itemslisting.AlreadyHaveAccount","Če že imate <<BRAND>> račun, se enostavno prijavite in sledite postopku."
"","itemslisting.Apply","Uporabi"
"","itemslisting.AttendedTo","Obiskoval/a je <<EDUCATION>>"
"","itemslisting.AttendedToAnd","Obiskoval/a je <<EDUCATION>> in <<EDUCATION_>>"
"","itemslisting.Auctions","Dražbe"
"","itemslisting.BestMatch","Najboljše ujemanje"
"","itemslisting.bid","bid"
"","itemslisting.Bids","bids"
"","itemslisting.BidsCount","%d %s so far"
"","itemslisting.BuyItNow","Buy Now!"
"","itemslisting.Category","Kategorija:"
"","itemslisting.CATEGORY_REGION","<<CATEGORY>> - <<REGION>>"
"","itemslisting.CATEGORY_REGION_CITY","<<CATEGORY>> - <<REGION>>"
"","itemslisting.Classified","Mali oglas"
"","itemslisting.Classifieds","Mali oglasi"
"","itemslisting.ClearAll","Počisti vse"
"","itemslisting.ClickOnPostFreeButton","Kliknite na gumb ""Objavite brezplačni mali oglas""."
"","itemslisting.ContactCustomerCare","Stopite v stik s podporo za stranke"
"","itemslisting.ContactSeller","Stopi v stik s prodajalcem"
"","itemslisting.D","d"
"","itemslisting.DatePosted","Datum objave"
"","itemslisting.days","d"
"","itemslisting.Ending","Konec %s"
"","itemslisting.EndingSoonest","Ki se najprej končajo"
"","itemslisting.EventDate","Datum dogodka"
"","itemslisting.FastRegistration","Takoj po tem je zaključen ta zelo hiter in enostaven postopek registracije in pripravljeni ste na objavljanje."
"","itemslisting.FeatureOnlinePayment","Predstavite vaš oglas preko spletnega plačila."
"","itemslisting.FeatureViaSMS","Predstavite vaš oglas preko SMS."
"","itemslisting.FeatureYourAd","Predstavite vaš oglas"
"","itemslisting.FeatureYourAdNow","Zdaj predstavite vaš oglas in prikazan bo nad normalnimi oglasi ter predstavljen na domači strani."
"","itemslisting.FreeClassifieds","Brezplačni mali oglasi"
"","itemslisting.HighestFirst","Najvišja cena najprej"
"","itemslisting.HighestPriceFirst","Najvišja cena najprej"
"","itemslisting.hours","u"
"","itemslisting.IfYouDontHaveAccount","Če nimate računa in se še ne želite registrirati, preprosto izberite kategorijo, in pripravljeni ste na objavo vašega malega oglasa. Lahko se tudi registrirate za <<BRAND>> račun tako, da navedete svoje osnovne podatke za stik. Potem boste zaprošeni, da prenesete fotografije, ter navedete naziv in opis za vaš oglas."
"","itemslisting.Individuals","Posamezniki"
"","itemslisting.Less","Manj"
"","itemslisting.ListedInCategory","Objavljen v kategoriji"
"","itemslisting.ListingsBy","Oglasi po"
"","itemslisting.LowestFirst","Najnižja cena najprej"
"","itemslisting.LowestPriceFirst","Najnižja cena najprej"
"","itemslisting.minutes","m"
"","itemslisting.More","Več"
"","itemslisting.NavigatorByAdType","po vrsti oglasa"
"","itemslisting.NavigatorByCategory","Kategorija"
"","itemslisting.NavigatorByLanguage","Objave:"
"","itemslisting.NavigatorByLocation","Lokacija"
"","itemslisting.NavigatorBySellerType","Vrsta prodajalca"
"","itemslisting.NavigatorBySubCategory","Kategorija"
"","itemslisting.NavigatorByType","Vrsta"
"","itemslisting.NewAdAddress","Naslov oglasa"
"","itemslisting.NewAdDetails","Podrobnosti oglasa"
"","itemslisting.NewAdTitle","Naziv oglasa"
"","itemslisting.NewContactName","Kontaktno ime"
