"location","source","target"
"","countryoptions.County","Fylke"
"","countryoptions.departamentSelect","De viktigste avdelingene av"
"","countryoptions.departmentSelect","Most important department of "
"","countryoptions.Distance","Avstand"
"","countryoptions.Emirate","Emirat"
"","countryoptions.emirateSelect","De viktigste emiratene i"
"","countryoptions.EnterCity","Angi en by"
"","countryoptions.EnterCityOrZipCode","Skriv inn en by eller et postnummer"
"","countryoptions.EntireCountry","Hele landet"
"","countryoptions.Exact","Eksakt"
"","countryoptions.example","eksempel"
"","countryoptions.FastAndEasyAccess","Fast and Easy Access"
"","countryoptions.Home_BrowseMoreRegions","Mer"
"","countryoptions.Home_SelectCanton","Velg en kanton"
"","countryoptions.Home_SelectCity","Velg en by"
"","countryoptions.Home_SelectDepartment","Velg en avdeling"
"","countryoptions.Home_SelectEmirate","Velg et emirat"
"","countryoptions.Home_SelectProvince","Velg en provins"
"","countryoptions.Home_SelectRegion","Velg en region"
"","countryoptions.Home_SelectState","Velg en stat"
"","countryoptions.ListingLanguage","Annonser på"
"","countryoptions.LookForAdsInYourRegionBySelectingItOnTheMap","Se etter annonser i din region ved å finne den på kartet"
"","countryoptions.Municipality","Kommune"
"","countryoptions.NoCities","Sorry, we don't have any cities in this section"
"","countryoptions.NoCountries","Beklager, vi har ingen land i denne delen"
"","countryoptions.Ok","Ok"
"","countryoptions.Or","Eller velg en by"
"","countryoptions.OrSelectACity","Eller velg en by"
"","countryoptions.OrSelectARegion","Eller velg en region"
"","countryoptions.OtherCities","Andre byer"
"","countryoptions.OtherCitiesInRegion","Andre kommuner i <<REGION>>"
"","countryoptions.OtherProvinces","Andre provinser"
"","countryoptions.OtherRegions","Andre regioner"
"","countryoptions.OtherStates","Andre stater"
"","countryoptions.PleaseChooseYourCity","Vennligst velg by"
"","countryoptions.PleaseChooseYourCounty","Vennligst velg ditt fylke"
"","countryoptions.PleaseChooseYourPrefecture","Vennligst velg din prefektur"
"","countryoptions.PleaseEnterYourZipCode","Vennligst angi ditt postnummer"
"","countryoptions.PleaseSelectACity","Vennligst velg en by."
"","countryoptions.PleaseSelectACountry","Vennligst velg et land"
"","countryoptions.PostAdd","Sett inn en gratis annonse"
"","countryoptions.Prefecture","Prefektur"
"","countryoptions.ProvinceRegion","Provins/region"
"","countryoptions.provinceSelect","Provinser:"
"","countryoptions.Region","Beliggenhet"
"","countryoptions.regionCantonSelect","Kantoner:"
"","countryoptions.regionSelect","Regioner:"
"","countryoptions.SelectACanton","Velg en kanton"
"","countryoptions.SelectACity","Velg en by"
"","countryoptions.SelectACityInRegion","Velg en by i <<REGION>>"
"","countryoptions.SelectACounty","Select a County"
"","countryoptions.SelectADelegation","Select a delegation"
"","countryoptions.SelectADepartment","Velg en avdeling"
"","countryoptions.SelectANeighborhood","Velg et nabolag"
"","countryoptions.SelectAnEmirate","Velg en emirat"
"","countryoptions.SelectAPrefecture","Select a Prefecture"
"","countryoptions.SelectAProvince","Velg en provins"
"","countryoptions.SelectARegion","Velg en region"
"","countryoptions.SelectAState","Velg en stat"
"","countryoptions.SelectCanton","Velg kanton"
"","countryoptions.SelectCityState","Velg by/stat"
"","countryoptions.SelectCountry","Velg land"
"","countryoptions.SelectCounty","Velg fylke"
"","countryoptions.SelectDepartament","Velg avdeling"
"","countryoptions.SelectDepartment","Velg avdeling"
"","countryoptions.SelectedRegion","Valgt region"
"","countryoptions.SelectOnTheMap","Finn på kartet"
"","countryoptions.SelectPrefecture","Velg prefektur"
"","countryoptions.SelectProvince","Velg provins"
"","countryoptions.SelectRegion","Velg region"
"","countryoptions.SelectState","Velg stat"
"","countryoptions.SendBrandBySmsToTheNumber","Send <<BRAND>> by SMS to the number 21616"
"","countryoptions.Send_OLX_to_number_3000","Send <<BLACKSTRONG>><<BRAND>><</BLACKSTRONG>> til nummer <<BLACKSTRONG>>3000<</BLACKSTRONG>>"
"","countryoptions.SiteLanguage","Nettside språk"
"","countryoptions.State","Velg region"
"","countryoptions.stateSelect","Velg en stat:"
"","countryoptions.TheCityYouSelectedIsPresentInSeveralStatesPleaseSelectTheStateYourCityIsLocated","Byen du har valgt finnes i flere av statene. Vennligst velg hvilken stat din by befinner seg i"
"","countryoptions.Town","By"
"","countryoptions.Wait","Vent..."
"","countryoptions.ZipCodeOrCity","Postkode eller by"
"","defaultfooter.About OLX","Om <<BRAND>>"
"","defaultfooter.ADS_REGION","Annonser i <<REGION>>"
"","defaultfooter.AdvancedSearch","Avansert søk"
"","defaultfooter.AllListings","Alle annonser"
"","defaultfooter.AllStates","Søk gjennom byer"
"","defaultfooter.Back","Tilbake"
"","defaultfooter.BrandFreeClassifieds","100% Gratis Annonser"
"","defaultfooter.BrowseAds","Bla gjennom annonser"
"","defaultfooter.change","endre"
"","defaultfooter.classifiedGratuitous","gratis rubrikkannonser"
"","defaultfooter.ClassifiedsAndMuchMore","Rubrikkannonser og mye mer!"
"","defaultfooter.ClassifiedsHelp","Hjelp med rubrikkannonser"
"","defaultfooter.ClassifiedsHome","Rubrikkannonse forside"
"","defaultfooter.Click","Klikk her"
"","defaultfooter.ClickHere","Klikk her"
"","defaultfooter.Distance","Avstand"
"","defaultfooter.Exact","Eksakt"
"","defaultfooter.FreeSite","100% Gratis Annonser"
"","defaultfooter.GoHome","Gå tilbake til forsiden"
"","defaultfooter.Hello","Hallo, "
"","defaultfooter.Hello!","Hallo!"
"","defaultfooter.Help","Hjelp"
"","defaultfooter.HelpUs","Nyhet: <<BRAND>> støtter nå videoklipp. Sett inn en annonse nå!"
"","defaultfooter.Home","Hjem"
"","defaultfooter.IntellectualPropertyProtectionServices","Opphavsrett og intellektuell eiendomsrett"
"","defaultfooter.ItemDetail","Gjenstand detaljer"
"","defaultfooter.ListingLanguage","Annonser på"
"","defaultfooter.Location","Sted:"
"","defaultfooter.miles","miles"
"","defaultfooter.MOBILE","MOBIL"
"","defaultfooter.My OLX","Min OLX"
"","defaultfooter.MyAskHT.com","My askHT.com"
"","defaultfooter.Not_You?","ikke deg"
"","defaultfooter.OLX","<<BRAND>>"
"","defaultfooter.OLX Official Time","Offisiell <<BRAND>> Tid"
"","defaultfooter.Optional","Valgfri"
"","defaultfooter.Or","eller"
"","defaultfooter.PopularSearches","Populære søk"
"","defaultfooter.Post","Legg inn"
"","defaultfooter.PublishFreeAd","Sett inn en gratis annonse"
"","defaultfooter.Region","Region"
"","defaultfooter.Register","Registrere"
"","defaultfooter.Register2","Registrere"
"","defaultfooter.Search","Søk"
"","defaultfooter.SelectCityState","Velg by/stat"
"","defaultfooter.SelectCountry","Velg land"
"","defaultfooter.Selected_Region","Valgt region"
"","defaultfooter.Sign_In","Logg inn"
"","defaultfooter.Sign_In2","Logg inn"
"","defaultfooter.SiteLanguage","Annonser i:"
"","defaultfooter.sitesAssociate","Andre relaterte nettsteder:"
"","defaultfooter.State","Stat"
"","defaultfooter.Terms of use","Bruksvilkår"
"","defaultfooter.TheWeb","Internettet"
"","defaultfooter.VoteUrl","/index.php?a=1&newpost=1"
"","defaultfooter.Welcome","Velkommen"
"","defaultheader2.AllListings","Alle annonser"
"","defaultheader2.Click","Klikk her"
"","defaultheader2.FreeSite","<AREA> Gratis rubrikkannonser"
"","defaultheader2.Hello","Hallo, "
"","defaultheader2.Help","Hjelp"
"","defaultheader2.Home","Forsiden"
"","defaultheader2.My OLX","Min OLX"
"","defaultheader2.Not_You?","ikke deg"
"","defaultheader2.OLX","<<BRAND>>"
"","defaultheader2.Or","Eller"
"","defaultheader2.Post","Legg inn"
"","defaultheader2.PublishFreeAd","Sett inn en gratis annonse"
"","defaultheader2.Register","Registrer"
"","defaultheader2.Search","Søk"
"","defaultheader2.TheWeb","Nettet"
"","defaultheader2.Welcome","Velkommen"
"","defaultheader.'PublishFreeAd'","Hallo"
"","defaultheader.AdvancedSearch","Avansert søk"
"","defaultheader.AllListings","Alle annonser"
"","defaultheader.Apr","apr"
"","defaultheader.April","april"
"","defaultheader.Aug","aug"
"","defaultheader.August","august"
"","defaultheader.BackToBrandHomePage","Tilbake til <<BRAND>> forsiden"
"","defaultheader.BookAnOnlineAd","Book an online AD"
"","defaultheader.BrandChannel","<<BRAND>> Kanal"
"","defaultheader.BrandFullVersion","<<BRAND>> Fullversjon"
"","defaultheader.BrandNowSupportsVideosPostNow","Nyhet: <<BRAND>> støtter nå videoer! Sett inn en annonse nå!"
"","defaultheader.BrowseAds","Søk gjennom annonser"
"","defaultheader.Categories","<<BRAND>> Kategorier"
"","defaultheader.change","Endre"
"","defaultheader.Cities","Byer"
"","defaultheader.ClassifiedsAndMuchMore","Rubrikkannonser og mye mer!"
"","defaultheader.ClassifiedsHelp","Hjelp med rubrikkannonser"
"","defaultheader.ClassifiedsHome","Rubrikkannonse forside"
"","defaultheader.Click","klikk her"
"","defaultheader.ClickHere","Klikk her"
"","defaultheader.CloseToYou","<<BRAND>> I nærheten av deg"
"","defaultheader.Dec","des"
"","defaultheader.December","desember"
"","defaultheader.Distance","Avstand"
"","defaultheader.DragThisIconLogoBrandToYourWindowsTaskbarToPin","Dra dette ikonet <<LOGO_IMAGE>> til ditt Windows Taskbar for å utføre et pin."
"","defaultheader.Exact","Nøyaktig"
"","defaultheader.ExperienceBrandAsPinnedSite","Opplev <<BRAND>> som en husket side!"
"","defaultheader.Features","<<BRAND>> Funksjoner"
"","defaultheader.Feb","feb"
"","defaultheader.February","februar"
"","defaultheader.FollowUsOnNetwork","Følg oss på <<NETWORK>>"
"","defaultheader.FreeSite","<AREA> Gratis rubrikkannonser"
"","defaultheader.Fri","fre"
"","defaultheader.Friday","fredag"
"","defaultheader.FriendName1AndFriendName2AreUsingBrand","<<friendName1>> og <<friendName2>> bruker <<BRAND>>"
"","defaultheader.FriendName1FriendName2AndFriendsTotalMoreAreUsingBrand","<<friendName1>>, <<friendName2>> og <<friendsTotal>> flere venner bruker <<BRAND>>"
"","defaultheader.FriendName1IsUsingBrand","<<friendName1>> bruker <<BRAND>>"
"","defaultheader.FriendsTotalUsingBrand","<<friendName1>>, <<friendName2>> og <<friendsTotal>> flere venner bruker <<BRAND>>"
"","defaultheader.Hello","Hallo, "
"","defaultheader.Help","Hjelp"
"","defaultheader.HelpUs","Nyhet: <<BRAND>> støtter nå video. Sett inn en annonse nå!"
"","defaultheader.Home","Forsiden"
"","defaultheader.ItemDetail","Gjenstandsdetaljer"
"","defaultheader.Jan","jan"
"","defaultheader.January","januar"
"","defaultheader.Jul","jul"
"","defaultheader.July","juli"
"","defaultheader.Jun","jun"
"","defaultheader.June","juni"
"","defaultheader.JustOneStep","Bare 1 skritt!"
"","defaultheader.ListingLanguage","Annonser på"
"","defaultheader.Location","Sted"
"","defaultheader.M","m"
"","defaultheader.Mar","mar"
"","defaultheader.March","mars"
"","defaultheader.May","mai"
"","defaultheader.miles","miles"
"","defaultheader.Minutes","minutter"
"","defaultheader.MOBILE","MOBIL"
"","defaultheader.Modify","Redigere"
"","defaultheader.Mon","man"
"","defaultheader.Monday","mandag"
"","defaultheader.My OLX","Min OLX"
"","defaultheader.MyAdsOnBrand","Mine annonser hos <<BRAND>>"
"","defaultheader.MyClassifieds","Mine rubrikkannonser"
"","defaultheader.NeverAskAgain","Ikke spør igjen"
"","defaultheader.NewListings","Nye annonser"
"","defaultheader.Not_You?","ikke deg"
"","defaultheader.Nov","nov"
"","defaultheader.November","november"
"","defaultheader.Oct","okt"
"","defaultheader.October","oktober"
"","defaultheader.OLX","<<BRAND>>"
"","defaultheader.Optional","Valgfri"
"","defaultheader.Or","eller"
"","defaultheader.PlaceAdFree","Sett inn en annonse GRATIS"
"","defaultheader.PlaceAnAd","Sett inn en annonse"
"","defaultheader.PlaceFreeAd","Sett inn en gratisannonse"
"","defaultheader.PopularSearches","Populære søk"
"","defaultheader.Post","Legg inn"
"","defaultheader.PostAdFree","Sett inn en annonse GRATIS"
"","defaultheader.PostAFreeAd","Sett inn en gratis annonse"
"","defaultheader.PostAFreeClassifiedAd","Sett inn en gratis profilert annonse"
"","defaultheader.PostAnAd","Sett inn en annonse"
"","defaultheader.PostPicturesButton","Legg ut bilder"
"","defaultheader.PublishFreeAd","Sett inn en gratis annonse"
"","defaultheader.Region","Region"
"","defaultheader.Register","Registrere"
"","defaultheader.Register2","Registrere"
"","defaultheader.Sat","lør"
"","defaultheader.Saturday","lørdag"
"","defaultheader.Search","Søk"
"","defaultheader.Seconds","sekunder"
"","defaultheader.SelectCityState","Velg by/stat"
"","defaultheader.SelectCountry","Velg land"
"","defaultheader.Selected_Region","Sted"
"","defaultheader.Sep","sep"
"","defaultheader.September","september"
"","defaultheader.SiteLanguage","Annonser på:"
"","defaultheader.State","Stat"
"","defaultheader.StayConnected","Hold Kontakten"
"","defaultheader.Sun","søn"
"","defaultheader.Sunday","søndag"
"","defaultheader.TellUsYourOpinionAnswerTheSurvey","Gi oss dine meninger, svar på spørreundersøkelsen!"
"","defaultheader.TheWeb","Nettet"
"","defaultheader.Thu","tor"
"","defaultheader.Thursday","torsdag"
"","defaultheader.Tue","tir"
"","defaultheader.Tuesday","tirsdag"
"","defaultheader.UsefulInformation","Nyttig Informasjon"
"","defaultheader.UserNameHasPublishedThis","<<USERNAME>> har publisert dette"
"","defaultheader.VoteUrl","/index.php?a=1&newpost=1"
"","defaultheader.Wed","ons"
"","defaultheader.Wednesday","onsdag"
"","defaultheader.Welcome","Velkommen"
"","defaultheader.WhatAreYouLookingFor","Hva ser du etter?"
"","defaultheader.WhatWouldYouLikeToDoNext","Hva ønsker du å gjøre nå?"
"","defaultheader.WhereBuyersMeetSellers","hvor kjøpere møter selgere"
"","defaultheader.YouCanPostWithoutHavingAnAccountItIsFastAndFree","Du kan sette inn annonser uten å være registrert. Det er raskt og gratis!"
"","defaultheader.YourFriendsAdsOnBrand","Dine venners annonser hos <<BRAND>>"
"","defaultheader.YourLastVisitedAds","Annonser som du sist besøkte"
"","defaulthtmlhead.2CharactersMinimum","2 tegn minimum"
"","defaulthtmlhead.Add a comment","Legg til en kommentar"
"","defaulthtmlhead.AreYouFromCountry","Kommer du fra <country>?"
"","defaulthtmlhead.BidError","<<BRAND>> - Bud Angivelse"
"","defaulthtmlhead.BrandBehindTheScenes","<<BRAND>> Bak kulissene:"
"","defaulthtmlhead.BrowseBrand","Se gjennom <<BRAND>>"
"","defaulthtmlhead.BuyerInformation","Kjøper opplysninger"
"","defaulthtmlhead.CheckOurYoutubeChannel","Ta en titt på vår <<YOUTUBE>> kanal"
"","defaulthtmlhead.CheckOutOurNewTvAd","Sjekk ut vår nye TV reklame!"
"","defaulthtmlhead.CookiesHelp","<<BRAND>> - Hjelp med cookies"
"","defaulthtmlhead.Description1","Utveksling online"
"","defaulthtmlhead.Description2"," tilbyr lokale annonser om jobber, auskjoner, gjenstander til salgs, eiendom, tjenester, samfunn og hendelser - Post din annonse her gratis"
"","defaulthtmlhead.Disclaimer","Ansvarsfraskrivelse"
"","defaulthtmlhead.EntireSite","Hele nettstedet"
"","defaulthtmlhead.EverythingHasAValueOn_HomePage","Everything has a value on <<LINK_HOME_PAGE>>, sell it now!"
"","defaulthtmlhead.FindAdsInRealEstateForSaleJobsVehiclesAndMoreNextToYourLocation","Finn annonser i eiendom, til salgs, kjøretøy og mer der du befinner deg."
"","defaulthtmlhead.FindOutWhoYouAreAt_HomePage","Finn ut hvem du er hos <<LINK_HOME_PAGE>>"
"","defaulthtmlhead.FlagItem","Rapporter denne annonsen"
"","defaulthtmlhead.FreeClassifiedsInArea","Gratis rubrikkannonser i <AREA>"
"","defaulthtmlhead.GeneralDescription","<AREA> tilbyr lokale rubrikkannonser for jobber, salg, fast eiendom, tjenester, samfunnskunngjøringer og begivenheter - Legg inn dine rubrikkannonser gratis"
"","defaulthtmlhead.GeneralKeywords","<AREA> , rubrikkannonser, jobber, til salgs, fast eiendom, tjenester, samfunnskunngjøringer, begivenheter"
"","defaulthtmlhead.GoBackToThePreviousPage","Gå tilbake til forrige side."
"","defaulthtmlhead.HaveYouSeenThis","Har du sett dette?"
"","defaulthtmlhead.HelloUsername","Hallo, <<USERNAME>>"
"","defaulthtmlhead.HomeSpecialTitle","Gratis Annonser for biler, eiendom, møtested, tjenester, jobber..."
"","defaulthtmlhead.HomeTitle","Gratis rubrikkannonser i <AREA>, rubrikkannonser i <AREA> (Til salgs, kontaktannonser, kjøretøy, fast eiendom, samfunnet,...)"
"","defaulthtmlhead.InEveryBuyerLivesSeller","Det bor en kjøper i enhver selger"
"","defaulthtmlhead.Is","er"
"","defaulthtmlhead.Keywords",", møtested, annonser om jobber, auksjoner, til salgs, eiendom, tjenester, samfunnet, begivenheter"
"","defaulthtmlhead.Last","Siste"
"","defaulthtmlhead.LinkHomePage_TvAdCampaign","<<LINK_HOME_PAGE>> tv annonse og kampanje."
"","defaulthtmlhead.ListingTitle","<CATEGORY> <AREA>"
"","defaulthtmlhead.ListingUnavailable","Denne annonsen er utilgjengelig"
"","defaulthtmlhead.LoginTitle","Velkommen til <<BRAND>> !"
"","defaulthtmlhead.MakeSureTheWebAddressYouEnteredIsCorrect","Kontroller at nettsiden du har skrevet inn er riktig."
"","defaulthtmlhead.MoreResults","Flere resultater"
"","defaulthtmlhead.My Bids","Mine bud"
"","defaulthtmlhead.My Favorites","Mine favoritter"
"","defaulthtmlhead.My Listings","Mine annonser"
"","defaulthtmlhead.My Messages","Mine meldinger"
"","defaulthtmlhead.MyBidsTitle","Mine auksjoner"
"","defaulthtmlhead.MyFavoritesTitle","Mine annonser"
"","defaulthtmlhead.MyListingTitle","Mine annonser"
"","defaulthtmlhead.MyOlxTitle","Min OLX"
"","defaulthtmlhead.MyOLX_EditTitle","Annonseutgave - <<ITEM>>"
"","defaulthtmlhead.MyOLX_RenewTitle","Annonsefornyelse  - <<ITEM>>"
"","defaulthtmlhead.NewUserRegistration","<<BRAND>> - Ny medlemsregistrering"
"","defaulthtmlhead.OtherRelatedSites","Andre relaterte nettsteder:"
"","defaulthtmlhead.Personal Info","Personopplysninger"
"","defaulthtmlhead.PersonalInformationTitle","Personopplysninger"
"","defaulthtmlhead.PleaseTryAgainLaterAndGoToTheHomePage","Vennligst prøv igjen senere. I mellomtiden kan du se om du finner det su søker etter ved å gå tilbake til <<LINK_HOME_PAGE>>. Vi beklager ubeleiligheten."
"","defaulthtmlhead.PleaseTryOneOfTheFollowingOptions","Vennligst prøv en av følgende alternativer:"
"","defaulthtmlhead.Post","Legg inn"
"","defaulthtmlhead.PostAnotherAd","Legg inn enda en annonse"
"","defaulthtmlhead.Read comments","Kommentarer"
"","defaulthtmlhead.Region","Region"
"","defaulthtmlhead.RegisterError","<<BRAND>> - En feil oppsto under registreringen"
"","defaulthtmlhead.Remove","Fjern"
"","defaulthtmlhead.SearchTitle","Rubrikkannonser | <<BRAND>>.com"
"","defaulthtmlhead.SelectRegion","Velg Region"
"","defaulthtmlhead.SellerInformation","Selger opplysninger"
"","defaulthtmlhead.SexualWarning","<<BRAND>> - Advarsel & Vilkår"
"","defaulthtmlhead.ShareThisVideo","Del denne videoen"
"","defaulthtmlhead.SorryThePageYouAreLookingForIsNotAvailable","Vi beklager at siden du leter etter er ikke tilgjengelig."
"","defaulthtmlhead.StayOnTheBrandCountryNameSite","Bli værende på <<BRAND>> <<COUNTRY_NAME>>"
"","defaulthtmlhead.TakeALookToTheFirstTvAdCampaignofBrand","Se på den første tv annonse kampanjen hos <<BRAND>> siden for gratis rubrikkannonser, hvor kjøpere møter selgere."
"","defaulthtmlhead.TakeMeToBrandCountry_Homepage","Ta meg videre til <<BRAND>> <country> (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.ThisFeatureIsCurrentlyUnderMaintenance","Uff da! Denne funksjonen er under konstruksjon for øyeblikket."
"","defaulthtmlhead.TryToAccessThePageDirectlyFromTheBrandHomePage","Prøv å aksessere siden direkte fra <<BRAND>> <<LINK_HOME_PAGE>>Hjemmesiden<</LINK_HOME_PAGE>>."
"","defaulthtmlhead.TvAd_Title","Noen ganger, må du gi slipp på"
"","defaulthtmlhead.UserNameAdsOnBrand","<<USER_NAME>> annonser på <<BRAND>>"
"","defaulthtmlhead.UserNameFreeClassifieds","<<USER_NAME>>s gratis annonser"
"","defaulthtmlhead.VideoUploadTitle","Videoopplasting"
"","defaulthtmlhead.WeHaveNumberAds","Vi har <<NUMBER>> annonser!"
"","defaulthtmlhead.WeRealizedThatYouAreVisitingBrandCountryNameSiteFromCountry","Vi ser at du besøker <<BRAND>> <<COUNTRY_NAME>> siden (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.WhatDoYouWantToDoNow","Hva ønsker du å gjøre videre?"
"","defaulthtmlhead.WhichSiteDoYouWantToGoTo","Hvilken side ønsker du å gå videre til:"
"","itemslisting.ActivationPending","Aktivering pågår"
"","itemslisting.AdLink","Annonser på dette nettstedet"
"","itemslisting.AdRemoved","Annonse fjernet"
"","itemslisting.AdsIn","Annonser i"
"","itemslisting.AdSponsored","Sponsorlenke"
"","itemslisting.AdUpTo20TimesMoreVisible","Gjør din annonse opptil 20 ganger mer synlig."
"","itemslisting.AdUrl","https://adwords.google.com/select/OnsiteSignupLandingPage?client=pub-6663783282485898&referringUrl=http://"
"","itemslisting.AdvertiseOnThisSite","Reklamer på dette nettstedet"
"","itemslisting.AdWillBeAvailable3To6Hours","Gratulerer! Din annonse vil være tilgjengelig på OLX om 3 til 6 timer."
"","itemslisting.All","Alle"
"","itemslisting.AllItems","Alle gjenstander"
"","itemslisting.ALL_ADS","Gratis rubrikkannonser"
"","itemslisting.AlreadyHaveAccount","Hvis du allerede har en <<BRAND>>-konto, kan du bare logge deg inn og følge prosessen."
"","itemslisting.Apply","Påfør"
"","itemslisting.AttendedTo","Gikk på <<EDUCATION>>"
"","itemslisting.AttendedToAnd","Gikk på <<EDUCATION>> og <<EDUCATION_>>"
"","itemslisting.Auctions","Auksjoner"
"","itemslisting.BestMatch","Beste søkeresultat"
"","itemslisting.bid","bud"
"","itemslisting.Bids","bud"
"","itemslisting.BidsCount","%d %s så langt"
"","itemslisting.BuyItNow","Kjøp Nå!"
"","itemslisting.Category","Kategori:"
"","itemslisting.CATEGORY_REGION","<<CATEGORY>> - <<REGION>>"
"","itemslisting.CATEGORY_REGION_CITY","<<CATEGORY>> - <<REGION>>"
"","itemslisting.Classified","Rubrikkannonse"
"","itemslisting.Classifieds","Rubrikkannonser"
"","itemslisting.ClearAll","Slett alle"
"","itemslisting.ClickOnPostFreeButton","Klikk på ""Sett inn en gratis annonse""-knappen."
"","itemslisting.ContactCustomerCare","Kontakt kundeservice"
"","itemslisting.ContactSeller","Kontakt Selger"
"","itemslisting.D","d"
"","itemslisting.DatePosted","Dato satt inn"
"","itemslisting.days","d "
"","itemslisting.Ending","Slutter %s"
"","itemslisting.EndingSoonest","Slutter først"
"","itemslisting.EventDate","Dato for begivenhet"
"","itemslisting.FastRegistration","Umiddelbart etter denne meget raske og enkle registreringsprosessen er ferdig er du klar til å legge inn annonser."
"","itemslisting.FeatureOnlinePayment","Fremhev din annonse via online betaling."
"","itemslisting.FeatureViaSMS","Fremhev din annonse via sms"
"","itemslisting.FeatureYourAd","Fremheve din annonse"
"","itemslisting.FeatureYourAdNow","Hvis du fremhever din annonse nå blir den vist før vanlige annonse og vist på hovedsiden."
"","itemslisting.FreeClassifieds","Gratis rubrikkannonser"
"","itemslisting.HighestFirst","Høyeste pris først"
"","itemslisting.HighestPriceFirst","Høyeste pris først"
"","itemslisting.hours","t"
"","itemslisting.IfYouDontHaveAccount","Hvis du ikke har en konto, og ikke ønsker å registrere deg ennå, bare velg en kategori, og du er klar til å sette inn din rubrikkannonse. Du kan også registrere deg for en <<BRAND>>-konto ved å oppgi din grunnleggende kontaktinformasjon. Du vil da bli bedt om å laste opp bilder, gi annonsen en tittel samt en beskrivelse."
"","itemslisting.Individuals","Individer"
"","itemslisting.Less","Mindre"
"","itemslisting.ListedInCategory","Oppført under kategori"
"","itemslisting.ListingsBy","Annonser etter"
"","itemslisting.LowestFirst","Laveste pris først"
"","itemslisting.LowestPriceFirst","Laveste pris først"
"","itemslisting.minutes","m "
"","itemslisting.More","Mer"
"","itemslisting.NavigatorByAdType","etter annonsetype"
"","itemslisting.NavigatorByCategory","Kategori"
"","itemslisting.NavigatorByLanguage","Annonser på"
"","itemslisting.NavigatorByLocation","Sted"
"","itemslisting.NavigatorBySellerType","Selgertype"
"","itemslisting.NavigatorBySubCategory","Kategori"
"","itemslisting.NavigatorByType","Type"
"","itemslisting.NewAdAddress","Annonse-URL"
"","itemslisting.NewAdDetails","Annonsedetaljer"
"","itemslisting.NewAdTitle","Annonsetittel"
"","itemslisting.NewContactName","Kontaktnavn"
"","itemslisting.NewDescribeAd","Beskriv hva som gjør annonsen din unik"
"","itemslisting.NewEmailAdvertiser","Send e-post til annonsøren"
"","itemslisting.NewlyListed","Nylig satt inn"
"","itemslisting.NewPleaseSelect","Vennligst velg"
"","itemslisting.NewSelect","Velg"
"","itemslisting.NewShareThisAd","Del din annonse"
"","itemslisting.Next","Neste"
"","itemslisting.NoBids","Ingen bud foreløpig"
"","itemslisting.NoReserve","Ingen minstepris"
"","itemslisting.NoResults","Beklager, men det er ingen gjenstander i denne kategorien"
"","itemslisting.NotNegotiable","Prisen er fast"
"","itemslisting.Of","av"
"","itemslisting.Page","Side"
"","itemslisting.PendingAd","Kommende annonse"
"","itemslisting.PendingAds","Pågående annonser"
