"location","source","target"
"","countryoptions.regionSelect","Wilayah:"
"","countryoptions.SelectACanton","Pilih kanton"
"","countryoptions.SelectACity","Pilih kota"
"","countryoptions.SelectACityInRegion","Pilih sebuah Kota di <<REGION>>"
"","countryoptions.SelectACounty","Select a County"
"","countryoptions.SelectADelegation","Select a delegation"
"","countryoptions.SelectADepartment","Pilih departemen"
"","countryoptions.SelectANeighborhood","Pilih lingkungan"
"","countryoptions.SelectAnEmirate","Pilih emirat"
"","countryoptions.SelectAPrefecture","Select a Prefecture"
"","countryoptions.SelectAProvince","Pilih provinsi"
"","countryoptions.SelectARegion","Pilih kawasan"
"","countryoptions.SelectAState","Pilih negara bagian"
"","countryoptions.SelectCanton","Pilih Kanton (Wilayah)"
"","countryoptions.SelectCityState","Pilih Kota/Negara Bagian"
"","countryoptions.SelectCountry","Pilih Negara"
"","countryoptions.SelectCounty","Pilih Negara"
"","countryoptions.SelectDepartament","Pilih Departemen"
"","countryoptions.SelectDepartment","Select Department"
"","countryoptions.SelectedRegion","Kawasan yang Dipilih"
"","countryoptions.SelectOnTheMap","Pilih di peta"
"","countryoptions.SelectPrefecture","Pilih Perfektur"
"","countryoptions.SelectProvince","Pilih Provinsi"
"","countryoptions.SelectRegion","Pilih Kawasan"
"","countryoptions.SelectState","Pilih Negara Bagian"
"","countryoptions.SendBrandBySmsToTheNumber","Send <<BRAND>> by SMS to the number 21616"
"","countryoptions.Send_OLX_to_number_3000","Kirim<<BLACKSTRONG>><<BRAND>><</BLACKSTRONG>> ke nomor <<BLACKSTRONG>>3000<</BLACKSTRONG>>"
"","countryoptions.SiteLanguage","Bahasa Situs"
"","countryoptions.State","Pilih Kawasan"
"","countryoptions.stateSelect","Pilih Negara Bagian:"
"","countryoptions.TheCityYouSelectedIsPresentInSeveralStatesPleaseSelectTheStateYourCityIsLocated","Kota yang Anda pilih terletak di beberapa negara bagian, mohon pilih negara bagian di mana kota Anda berada:"
"","countryoptions.Town","Kota"
"","countryoptions.Wait","Tunggu..."
"","countryoptions.ZipCodeOrCity","Kode Pos atau Kota"
"","defaultfooter.About OLX","Tentang <<BRAND>>"
"","defaultfooter.ADS_REGION","Iklan di <<REGION>>"
"","defaultfooter.AdvancedSearch","Penelusuran Lanjut"
"","defaultfooter.AllListings","Semua Iklan"
"","defaultfooter.AllStates","Lihat Daftar Kota"
"","defaultfooter.Back","Kembali"
"","defaultfooter.BrandFreeClassifieds","100% Iklan Baris Gratis"
"","defaultfooter.BrowseAds","Lihat Daftar Iklan"
"","defaultfooter.change","ubah"
"","defaultfooter.classifiedGratuitous","iklan baris gratis"
"","defaultfooter.ClassifiedsAndMuchMore","Iklan Baris, Dan Masih Banyak Lagi!"
"","defaultfooter.ClassifiedsHelp","Bantuan Iklan Baris"
"","defaultfooter.ClassifiedsHome","Halaman Depan Iklan Baris"
"","defaultfooter.Click","klik di sini"
"","defaultfooter.ClickHere","Klik di sini"
"","defaultfooter.Distance","Jarak"
"","defaultfooter.Exact","Tepat"
"","defaultfooter.FreeSite","100% Iklan Baris Gratis"
"","defaultfooter.GoHome","Ke Halaman Depan"
"","defaultfooter.Hello","Halo, "
"","defaultfooter.Hello!","Halo!"
"","defaultfooter.Help","Bantuan"
"","defaultfooter.HelpUs","Baru: <<BRAND>> kini mendukung video! Pasang iklan Anda sekarang juga!"
"","defaultfooter.Home","Halaman Depan"
"","defaultfooter.IntellectualPropertyProtectionServices","Layanan Perlindungan Kekayaan Intelektual"
"","defaultfooter.ItemDetail","Perincian barang"
"","defaultfooter.ListingLanguage","Iklan dalam bahasa"
"","defaultfooter.Location","Lokasi:"
"","defaultfooter.miles","mil/km"
"","defaultfooter.MOBILE","SELULER"
"","defaultfooter.My OLX","OLX Saya"
"","defaultfooter.MyAskHT.com","My askHT.com"
"","defaultfooter.Not_You?","bukan Anda"
"","defaultfooter.OLX","<<BRAND>>"
"","defaultfooter.OLX Official Time","Waktu Resmi <<BRAND>>"
"","defaultfooter.Optional","Opsional"
"","defaultfooter.Or","atau"
"","defaultfooter.PopularSearches","Penelusuran Populer"
"","defaultfooter.Post","Pasang"
"","defaultfooter.PublishFreeAd","Pasang Iklan Gratis"
"","defaultfooter.Region","Kawasan"
"","defaultfooter.Register","Daftar"
"","defaultfooter.Register2","Daftar"
"","defaultfooter.Search","Telusuri"
"","defaultfooter.SelectCityState","Pilih Kota/Negara Bagian"
"","defaultfooter.SelectCountry","Pilih Negara"
"","defaultfooter.Selected_Region","Kawasan yang Dipilih"
"","defaultfooter.Sign_In","Masuk"
"","defaultfooter.Sign_In2","Masuk"
"","defaultfooter.SiteLanguage","Iklan dalam bahasa:"
"","defaultfooter.sitesAssociate","Situs terkait lainnya:"
"","defaultfooter.State","Negara Bagian"
"","defaultfooter.Terms of use","Ketentuan Penggunaan"
"","defaultfooter.TheWeb","Web"
"","defaultfooter.VoteUrl","/index.php?a=1&newpost=1"
"","defaultfooter.Welcome","Selamat Datang"
"","defaultheader2.AllListings","Semua Iklan"
"","defaultheader2.Click","klik di sini"
"","defaultheader2.FreeSite","Iklan baris gratis di <AREA> "
"","defaultheader2.Hello","Halo,"
"","defaultheader2.Help","Bantuan"
"","defaultheader2.Home","Hal. Awal"
"","defaultheader2.My OLX","OLX Saya"
"","defaultheader2.Not_You?","bukan Anda"
"","defaultheader2.OLX","<<BRAND>>"
"","defaultheader2.Or","atau"
"","defaultheader2.Post","Pasang"
"","defaultheader2.PublishFreeAd","Pasang Iklan Baris Gratis"
"","defaultheader2.Register","Daftarkan diri"
"","defaultheader2.Search","Cari"
"","defaultheader2.TheWeb","Web"
"","defaultheader2.Welcome","Selamat Datang"
"","defaultheader.'PublishFreeAd'","Halo"
"","defaultheader.AdvancedSearch","Penelusuran Lanjut"
"","defaultheader.AllListings","Semua Iklan"
"","defaultheader.Apr","Apr"
"","defaultheader.April","April"
"","defaultheader.Aug","Ags"
"","defaultheader.August","Agustus"
"","defaultheader.BackToBrandHomePage","Kembali ke Halaman Depan <<BRAND>>"
"","defaultheader.BookAnOnlineAd","Book an online AD"
"","defaultheader.BrandChannel","<<BRAND>> Kanal"
"","defaultheader.BrandFullVersion","<<BRAND>> Versi lengkap"
"","defaultheader.BrandNowSupportsVideosPostNow","Baru: <<BRAND>> sekarang mendukung video! Pasang sekarang!"
"","defaultheader.BrowseAds","Jelajahi Iklan"
"","defaultheader.Categories","<<BRAND>> Kategori"
"","defaultheader.change","Ubah"
"","defaultheader.Cities","Kota"
"","defaultheader.ClassifiedsAndMuchMore","Iklan Baris, Dan Masih Banyak Lagi!"
"","defaultheader.ClassifiedsHelp","Bantuan Iklan Baris"
"","defaultheader.ClassifiedsHome","Halaman Depan Iklan Baris"
"","defaultheader.Click","klik di sini"
"","defaultheader.ClickHere","Klik di sini"
"","defaultheader.CloseToYou","<<BRAND>> Dekat dengan Anda"
"","defaultheader.Dec","Des"
"","defaultheader.December","Desember"
"","defaultheader.Distance","Jarak"
"","defaultheader.DragThisIconLogoBrandToYourWindowsTaskbarToPin","Seret ikon ini <<LOGO_IMAGE>> ke Taskbar Windows Anda untuk disematkan."
"","defaultheader.Exact","Cocok"
"","defaultheader.ExperienceBrandAsPinnedSite","Rasakan <<BRAND>> sebagai Situs Sematan!"
"","defaultheader.Features","<<BRAND>> Fitur"
"","defaultheader.Feb","Feb"
"","defaultheader.February","Februari"
"","defaultheader.FollowUsOnNetwork","Ikuti kami di <<NETWORK>>"
"","defaultheader.FreeSite","<AREA> Iklan baris gratis"
"","defaultheader.Fri","Jum"
"","defaultheader.Friday","Jumat"
"","defaultheader.FriendName1AndFriendName2AreUsingBrand","<<friendName1>> dan <<friendName2>> menggunakan <<BRAND>>"
"","defaultheader.FriendName1FriendName2AndFriendsTotalMoreAreUsingBrand","<<friendName1>>, <<friendName2>> dan <<friendsTotal>> teman lagi menggunakan <<BRAND>>"
"","defaultheader.FriendName1IsUsingBrand","<<friendName1>> menggunakan <<BRAND>>"
"","defaultheader.FriendsTotalUsingBrand","<<friendName1>>, <<friendName2>> dan <<friendsTotal>> teman lagi menggunakan <<BRAND>>"
"","defaultheader.Hello","Halo, "
"","defaultheader.Help","Bantuan"
"","defaultheader.HelpUs","Baru: <<BRAND>> sekarang mendukung video! Pasang sekarang!"
"","defaultheader.Home","Halaman Depan"
"","defaultheader.ItemDetail","Perincian barang"
"","defaultheader.Jan","Jan"
"","defaultheader.January","Januari"
"","defaultheader.Jul","Jul"
"","defaultheader.July","Juli"
"","defaultheader.Jun","Jun"
"","defaultheader.June","Juni"
"","defaultheader.JustOneStep","Hanya 1 langkah!"
"","defaultheader.ListingLanguage","Iklan dalam"
"","defaultheader.Location","Lokasi"
"","defaultheader.M","m "
"","defaultheader.Mar","Mar"
"","defaultheader.March","Maret"
"","defaultheader.May","Mei"
"","defaultheader.miles","mil/km"
"","defaultheader.Minutes","menit"
"","defaultheader.MOBILE","SELULER"
"","defaultheader.Modify","Sesuaikan"
"","defaultheader.Mon","Sen"
"","defaultheader.Monday","Senin"
"","defaultheader.My OLX","OLX Saya"
"","defaultheader.MyAdsOnBrand","Iklan saya di <<BRAND>>"
"","defaultheader.MyClassifieds","Iklan Baris Saya"
"","defaultheader.NeverAskAgain","Jangan tanya lagi"
"","defaultheader.NewListings","Daftar Baru"
"","defaultheader.Not_You?","bukan Anda"
"","defaultheader.Nov","Nov"
"","defaultheader.November","November"
"","defaultheader.Oct","Okt"
"","defaultheader.October","Oktober"
"","defaultheader.OLX","<<BRAND>>"
"","defaultheader.Optional","Opsional"
"","defaultheader.Or","atau"
"","defaultheader.PlaceAdFree","Pasang iklan GRATIS"
"","defaultheader.PlaceAnAd","Pasang Iklan"
"","defaultheader.PlaceFreeAd","Pasang Iklan Gratis"
"","defaultheader.PopularSearches","Penelusuran Populer"
"","defaultheader.Post","Pasang"
"","defaultheader.PostAdFree","Pasang Iklan GRATIS"
"","defaultheader.PostAFreeAd","Pasang Iklan Gratis"
"","defaultheader.PostAFreeClassifiedAd","Pasang Iklan Baris Gratis"
"","defaultheader.PostAnAd","Pasang Iklan"
"","defaultheader.PostPicturesButton","Pasang gambar"
"","defaultheader.PublishFreeAd","Pasang Iklan Baris Gratis"
"","defaultheader.Region","Kawasan"
"","defaultheader.Register","Daftar"
"","defaultheader.Register2","Daftar"
"","defaultheader.Sat","Sab"
"","defaultheader.Saturday","Sabtu"
"","defaultheader.Search","Telusuri"
"","defaultheader.Seconds","detik"
"","defaultheader.SelectCityState","Pilih Kota/Negara Bagian"
"","defaultheader.SelectCountry","Pilih Negara"
"","defaultheader.Selected_Region","Lokasi"
"","defaultheader.Sep","Sep"
"","defaultheader.September","September"
"","defaultheader.SiteLanguage","Iklan di:"
"","defaultheader.State","Negara Bagian"
"","defaultheader.StayConnected","Tetap Terhubung"
"","defaultheader.Sun","Mng"
"","defaultheader.Sunday","Minggu"
"","defaultheader.TellUsYourOpinionAnswerTheSurvey","Beri tahu kami pendapat Anda, jawab pertanyaan survei!"
"","defaultheader.TheWeb","Web"
"","defaultheader.Thu","Kam"
"","defaultheader.Thursday","Kamis"
"","defaultheader.Tue","Sel"
"","defaultheader.Tuesday","Selasa"
"","defaultheader.UsefulInformation","Informasi Bermanfaat"
"","defaultheader.UserNameHasPublishedThis","<<USERNAME>> menerbitkan iklan ini"
"","defaultheader.VoteUrl","/index.php?a=1&newpost=1"
"","defaultheader.Wed","Rab"
"","defaultheader.Wednesday","Rabu"
"","defaultheader.Welcome","Selamat Datang"
"","defaultheader.WhatAreYouLookingFor","Apa yang sedang Anda cari?"
"","defaultheader.WhatWouldYouLikeToDoNext","Apakah yang ingin Anda lakukan selanjutnya?"
"","defaultheader.WhereBuyersMeetSellers","Di mana pembeli bertemu penjual"
"","defaultheader.YouCanPostWithoutHavingAnAccountItIsFastAndFree","Anda dapat memasang tanpa mempunyai akun dengan cepat dan gratis!"
"","defaultheader.YourFriendsAdsOnBrand","Iklan-iklan Teman Anda di <<BRAND>>"
"","defaultheader.YourLastVisitedAds","Iklan Anda yang terakhir dikunjungi"
"","defaulthtmlhead.2CharactersMinimum","minimum 2 karakter"
"","defaulthtmlhead.Add a comment","Tambah komentar"
"","defaulthtmlhead.AreYouFromCountry","Apakah Anda dari <country>?"
"","defaulthtmlhead.BidError","<<BRAND>> - Pengajuan Penawaran"
"","defaulthtmlhead.BrandBehindTheScenes","<<BRAND>> Di balik layar:"
"","defaulthtmlhead.BrowseBrand","Cari <<BRAND>>"
"","defaulthtmlhead.BuyerInformation","Informasi Pembeli"
"","defaulthtmlhead.CheckOurYoutubeChannel","Cek  kanal <<YOUTUBE>> kami"
"","defaulthtmlhead.CheckOutOurNewTvAd","Lihat iklan TV kami yang baru!"
"","defaulthtmlhead.CookiesHelp","<<BRAND>> - Bantuan mengenai Kuki"
"","defaulthtmlhead.Description1","Pertukaran online"
"","defaulthtmlhead.Description2","menawarkan iklan baris lokal untuk lowongan kerja, lelang, jual-beli, properti, jasa, komunitas dan acara - Pasang iklan baris Anda secara gratis"
"","defaulthtmlhead.Disclaimer","Penyanggahan"
"","defaulthtmlhead.EntireSite","Seluruh Situs"
"","defaulthtmlhead.EverythingHasAValueOn_HomePage","Everything has a value on <<LINK_HOME_PAGE>>, sell it now!"
"","defaulthtmlhead.FindAdsInRealEstateForSaleJobsVehiclesAndMoreNextToYourLocation","Cari iklan real estate, untuk dijual, lowongan pekerjaan, kendaraan dan lainnya di dekat lokasi Anda."
"","defaulthtmlhead.FindOutWhoYouAreAt_HomePage","Cari tahu siapa Anda di <<LINK_HOME_PAGE>>"
"","defaulthtmlhead.FlagItem","Tandai Barang"
"","defaulthtmlhead.FreeClassifiedsInArea","Iklan baris gratis di <AREA>"
"","defaulthtmlhead.GeneralDescription","<AREA> menawarkan iklan baris lokal untuk lowongan kerja, jual-beli, properti, jasa, komunitas dan acara - Pasang iklan baris Anda secara gratis"
"","defaulthtmlhead.GeneralKeywords","<AREA> , iklan baris, iklan, lowongan kerja, barang dijual, properti, jasa, komunitas, acara"
"","defaulthtmlhead.GoBackToThePreviousPage","Kembali ke halaman sebelumnya."
"","defaulthtmlhead.HaveYouSeenThis","Apakah Anda sudah melihat ini?"
"","defaulthtmlhead.HelloUsername","Halo, <<USERNAME>>"
"","defaulthtmlhead.HomeSpecialTitle","Le site de petites annonces et d'enchères gratuites : Voitures, Immobilier, Rencontres, Emploi..."
"","defaulthtmlhead.HomeTitle","<AREA> Iklan baris lokal untuk lowongan kerja, jual-beli, properti, jasa, komunitas dan acara"
"","defaulthtmlhead.InEveryBuyerLivesSeller","Dalam setiap pembeli ada seorang penjual"
"","defaulthtmlhead.Is","adalah"
"","defaulthtmlhead.Keywords",", iklan baris, iklan, lowongan kerja, lelang, jual, bali, properti, jasa, komunitas, acara"
"","defaulthtmlhead.Last","Terakhir"
"","defaulthtmlhead.LinkHomePage_TvAdCampaign","<<LINK_HOME_PAGE>> kampanye iklan tv."
"","defaulthtmlhead.ListingTitle","<CATEGORY> <AREA>"
"","defaulthtmlhead.ListingUnavailable","Iklan ini Tidak Tersedia"
"","defaulthtmlhead.LoginTitle","Selamat datang di <<BRAND>> !"
"","defaulthtmlhead.MakeSureTheWebAddressYouEnteredIsCorrect","Pastikan alamat Web yang Anda masukkan sudah benar."
"","defaulthtmlhead.MoreResults","Lebih Banyak Hasil"
"","defaulthtmlhead.My Bids","Penawaran Saya"
"","defaulthtmlhead.My Favorites","Favorit Saya"
"","defaulthtmlhead.My Listings","Iklan Saya"
"","defaulthtmlhead.My Messages","Pesan Saya"
"","defaulthtmlhead.MyBidsTitle","Iklan Saya"
"","defaulthtmlhead.MyFavoritesTitle","Iklan Saya"
"","defaulthtmlhead.MyListingTitle","Iklan Saya"
"","defaulthtmlhead.MyOlxTitle","OLX Saya"
"","defaulthtmlhead.MyOLX_EditTitle","Mengubah Iklan - <<ITEM>>"
"","defaulthtmlhead.MyOLX_RenewTitle","Perpanjangan Iklan- <<ITEM>>"
"","defaulthtmlhead.NewUserRegistration","<<BRAND>> - Pendaftaran Pengguna Baru"
"","defaulthtmlhead.OtherRelatedSites","Situs terkait lainnya:"
"","defaulthtmlhead.Personal Info","Informasi Pribadi"
"","defaulthtmlhead.PersonalInformationTitle","Informasi Pribadi"
"","defaulthtmlhead.PleaseTryAgainLaterAndGoToTheHomePage","Harap coba lagi nanti. Sementara itu, mungkin Anda dapat menemukan apa yang Anda cari dengan kembali ke <<LINK_HOME_PAGE>>. Kami mohon maaf atas ketidaknyamanan ini."
"","defaulthtmlhead.PleaseTryOneOfTheFollowingOptions","Silakan coba salah satu dari pilihan berikut ini:"
"","defaulthtmlhead.Post","Pasang"
"","defaulthtmlhead.PostAnotherAd","Poskan iklan lain"
"","defaulthtmlhead.Read comments","Komentar"
"","defaulthtmlhead.Region","Kawasan"
"","defaulthtmlhead.RegisterError","<<BRAND>> - Kesalahan pendaftaran"
"","defaulthtmlhead.Remove","Hapus"
"","defaulthtmlhead.SearchTitle","Iklan Baris | <<BRAND>>.com"
"","defaulthtmlhead.SelectRegion","Pilih Kawasan"
"","defaulthtmlhead.SellerInformation","Informasi Penjual"
"","defaulthtmlhead.SexualWarning","<<BRAND>> - Peringatan & Penyanggahan)"
"","defaulthtmlhead.ShareThisVideo","Berbagi video ini"
"","defaulthtmlhead.SorryThePageYouAreLookingForIsNotAvailable","Maaf, halaman yang Anda cari tidak tersedia."
"","defaulthtmlhead.StayOnTheBrandCountryNameSite","Tetaplah di situs <<BRAND>> <<COUNTRY_NAME>>"
"","defaulthtmlhead.TakeALookToTheFirstTvAdCampaignofBrand","Saksikan kampanye iklan tv pertama dari situs iklan baris gratis <<BRAND>>, tempat pembeli bertemu dengan penjual."
"","defaulthtmlhead.TakeMeToBrandCountry_Homepage","Bawa saya ke <<BRAND>> <country> (<<LINK_HOME_PAGE>>)"
"","defaulthtmlhead.ThisFeatureIsCurrentlyUnderMaintenance","Ups! Fitur ini sedang dalam pemeliharaan."
"","defaulthtmlhead.TryToAccessThePageDirectlyFromTheBrandHomePage","Cobalah mengakses halaman langsung dari <<BRAND>> <<LINK_HOME_PAGE>>Laman Beranda<</LINK_HOME_PAGE>>."
"","defaulthtmlhead.TvAd_Title","Kadang, Anda harus melepaskannya"
"","defaulthtmlhead.UserNameAdsOnBrand","<<USER_NAME>> iklan di <<BRAND>>"
"","defaulthtmlhead.UserNameFreeClassifieds","<<USER_NAME>> iklan baris gratis"
"","defaulthtmlhead.VideoUploadTitle","Unggahan Video"
"","defaulthtmlhead.WeHaveNumberAds","Kami memiliki <<NUMBER>> iklan!"
"","defaulthtmlhead.WeRealizedThatYouAreVisitingBrandCountryNameSiteFromCountry","Kami paham bahwa Anda mengunjungi situs <<BRAND>> <<COUNTRY_NAME>>  (<<LINK_HOME_PAGE>>) dari <country>."
"","defaulthtmlhead.WhatDoYouWantToDoNow","Apa yang ingin Anda lakukan sekarang?"
"","defaulthtmlhead.WhichSiteDoYouWantToGoTo","Situs mana yang ingin Anda kunjungi:"
"","itemslisting.ActivationPending","Aktivasi sedang menunggu"
"","itemslisting.AdLink","Memasang iklan di situs ini"
"","itemslisting.AdRemoved","Iklan dihapus"
"","itemslisting.AdsIn","Iklan dalam"
"","itemslisting.AdSponsored","Tautan Sponsor"
"","itemslisting.AdUpTo20TimesMoreVisible","Membuat iklan Anda 20 kali lebih terlihat."
"","itemslisting.AdUrl","https://adwords.google.com/select/OnsiteSignupLandingPage?client=pub-6663783282485898&referringUrl=http://"
"","itemslisting.AdvertiseOnThisSite","Memasang iklan di situs ini"
"","itemslisting.AdWillBeAvailable3To6Hours","Selamat! Iklan Anda akan tersedia di OLX dalam waktu 3 hingga 6 jam."
"","itemslisting.All","Semua"
"","itemslisting.AllItems","Semua Barang"
"","itemslisting.ALL_ADS","Iklan baris gratis"
"","itemslisting.AlreadyHaveAccount","Jika Anda sudah memiliki akun <<BRAND>> , cukup login dan ikuti prosesnya."
"","itemslisting.Apply","Terapkan"
"","itemslisting.AttendedTo","Bersekolah di <<EDUCATION>>"
"","itemslisting.AttendedToAnd","Belajar di <<EDUCATION>> dan <<EDUCATION_>>"
"","itemslisting.Auctions","Lelang"
"","itemslisting.BestMatch","Paling Cocok"
"","itemslisting.bid","penawaran"
"","itemslisting.Bids","penawaran"
"","itemslisting.BidsCount","sejauh ini %d %s"
"","itemslisting.BuyItNow","Beli Sekarang!"
"","itemslisting.Category","Kategori:"
"","itemslisting.CATEGORY_REGION","<<CATEGORY>> - <<REGION>>"
"","itemslisting.CATEGORY_REGION_CITY","<<CATEGORY>> - <<REGION>>"
"","itemslisting.Classified","Iklan Baris"
"","itemslisting.Classifieds","Iklan Baris"
"","itemslisting.ClearAll","Kosongkan Semuanya"
"","itemslisting.ClickOnPostFreeButton","Klik pada tombol ""Pasang Iklan Baris Gratis"" ."
"","itemslisting.ContactCustomerCare","Hubungi Layanan Pelanggan"
"","itemslisting.ContactSeller","Hubungi Penjual"
"","itemslisting.D","h"
"","itemslisting.DatePosted","Tanggal Terpasang"
"","itemslisting.days","h"
"","itemslisting.Ending","Berakhir %s"
"","itemslisting.EndingSoonest","Segera Berakhir"
"","itemslisting.EventDate","Tanggal Acara"
"","itemslisting.FastRegistration","Begitu proses registrasi yang sangat cepat dan sederhana ini selesai, akan akan dapat langsung melakukan pemasangan iklan."
"","itemslisting.FeatureOnlinePayment","Tampilkan iklan Anda melalui pembayaran online."
"","itemslisting.FeatureViaSMS","Tampilkan iklan Anda melalui sms."
"","itemslisting.FeatureYourAd","Tampilkan iklan Anda"
"","itemslisting.FeatureYourAdNow","Tampilkan Iklan Anda sekarang dengan penempatan di atas iklan normal dan diperlihatkan di halaman beranda."
"","itemslisting.FreeClassifieds","Iklan baris gratis"
"","itemslisting.HighestFirst","Harga Tertinggi Dahulu"
"","itemslisting.HighestPriceFirst","Harga Tertinggi Dahulu"
"","itemslisting.hours","j"
"","itemslisting.IfYouDontHaveAccount","Jika Anda tidak memiliki akun dan masih belum ingin mendaftar, cukup pilih sebuah kategori, dan Anda dapat memasang iklan baris. Anda juga dapat mendaftar untuk akun <<BRAND>> dengan menyediakan informasi pokok kontak Anda. Anda nanti akan diminta untuk mengunggah foto, menyediakan judul serta deskripsi untuk iklan Anda."
"","itemslisting.Individuals","Individual"
"","itemslisting.Less","Kurang"
"","itemslisting.ListedInCategory","Terdaftar dalam Kategori"
"","itemslisting.ListingsBy","Iklan menurut"
"","itemslisting.LowestFirst","Harga Terendah Dahulu"
"","itemslisting.LowestPriceFirst","Harga Terendah Dahulu"
"","itemslisting.minutes","m "
"","itemslisting.More","Lebih"
"","itemslisting.NavigatorByAdType","dengan Jenis Iklan"
"","itemslisting.NavigatorByCategory","Kategori"
